MA_Period,Final_Balance,Total_Return_Pct,Return_2013_Pct,Return_2014_Pct,Return_2015_Pct,Return_2016_Pct,Return_2017_Pct,Return_2018_Pct,Return_2019_Pct,Return_2020_Pct,Return_2021_Pct,Return_2022_Pct,Return_2023_Pct,Return_2024_Pct,Return_2025_Pct
21,2.7856387602449927e-49,-100.0,-1.247267583901246,-99.99995396785813,-99.99885022397952,-99.99987629199863,-99.90370870379778,-99.99939143784867,-99.9987774146168,-99.99852087778642,-99.9970303602724,-99.99941776515642,-99.9977186410033,-99.99682351846523,-67.5521218771906
22,3.0714182404834655e-47,-100.0,-1.247267583901246,-99.99992385447347,-99.99852740271521,-99.99981607511835,-99.821922191268,-99.9984735627958,-99.99750904456477,-99.99802453422001,-99.99675978215794,-99.99915444637931,-99.99702926886465,-99.99599306875334,-65.42946125358164
23,1.734763114777377e-45,-100.0,-1.247267583901246,-99.99987647943043,-99.99771650745238,-99.9997361825498,-99.79788254529471,-99.99790319779969,-99.9951421398198,-99.9976118248321,-99.99550977044406,-99.99839177610077,-99.99575035475647,-99.99573313827793,-63.33093124442524
24,2.1283004154612044e-43,-100.0,0.0,-99.99978912813746,-99.99662484158407,-99.99946971092282,-99.70321335368841,-99.99604241378051,-99.99368677515241,-99.99689462071565,-99.99411780009892,-99.99808838802292,-99.99290696131321,-99.9920610732951,-61.32474738889982
25,2.14034166500672e-42,-100.0,0.0,-99.99958356010886,-99.99593175982987,-99.99929953883927,-99.66088556912915,-99.99523548575633,-99.99283812218361,-99.99522467724866,-99.99451462028948,-99.9970576139435,-99.99296664986922,-99.99245604527812,-61.88657835869725
26,3.551940695903758e-41,-100.0,0.0,-99.99947762142317,-99.99482653904153,-99.9991859828292,-99.65046166205033,-99.99311883462236,-99.99130584094756,-99.99460088163698,-99.99134749350922,-99.99457124995864,-99.99283320922045,-99.98905705363525,-61.17981612676688
27,5.888121479486661e-40,-100.0,0.0,-99.99935460895351,-99.99320034628228,-99.99855291248659,-99.48935342460383,-99.99370368117188,-99.99101020069803,-99.99165158258252,-99.98854032963284,-99.99257653884247,-99.99296059170332,-99.9840876606674,-59.67613119989754
28,4.375008719171677e-39,-100.0,0.0,-99.9993336586678,-99.99124118418419,-99.99835999361139,-99.46008432144205,-99.99063358029242,-99.98850503477485,-99.9898372349629,-99.98903784590493,-99.99225467802039,-99.98804117914638,-99.98052938228408,-60.864700032565636
29,1.6484387689768962e-37,-100.0,0.0,-99.99851862914929,-99.99037309057455,-99.9976231652689,-99.35800668150304,-99.98760276736463,-99.98297127077831,-99.98394693104112,-99.98229559695766,-99.99012514324367,-99.98228044796782,-99.98039775622131,-63.190750049597355
30,6.390941726163211e-37,-100.0,0.0,-99.99761396968961,-99.98879586925314,-99.99737499821023,-99.38615403610423,-99.9908599838219,-99.98015715126793,-99.97991756885287,-99.97655393127133,-99.99009591825345,-99.9770436902778,-99.97987099339936,-62.03828852724473
31,1.27339046311838e-35,-100.0,0.0,-99.99744167732088,-99.98730348181721,-99.99517791770451,-99.27443205172962,-99.98864159847982,-99.97118361623819,-99.97298581888958,-99.97095889219295,-99.98843125142895,-99.96973091845238,-99.96961820155002,-58.984487831218665
32,4.253010809468951e-35,-100.0,0.0,-99.99613952450581,-99.98399304841426,-99.99340443650142,-99.36220588837213,-99.98902054992757,-99.96706437750542,-99.97589964456697,-99.96001842842068,-99.98913548348938,-99.96611024759608,-99.96751790465089,-60.73893882589723
33,3.449174698984385e-34,-100.0,0.0,-99.99458962115034,-99.98024027349662,-99.9930065192982,-99.15057689117606,-99.9850539641283,-99.95857305944108,-99.96703232591939,-99.95699900118969,-99.98655970143733,-99.95740496228849,-99.97145339311085,-62.13909572644983
34,2.2138786529213563e-33,-100.0,0.0,-99.99084821309975,-99.97393440907145,-99.99193802655165,-98.95691415133217,-99.98785118162652,-99.95491754779513,-99.95557394611949,-99.9351695854283,-99.98677265355008,-99.96184387409478,-99.96492051899372,-60.484211516981176
35,6.914634187548177e-33,-100.0,0.0,-99.99116602858048,-99.96199122921813,-99.99015174670045,-98.51419526743774,-99.98703787728296,-99.95048685943293,-99.96009949129325,-99.93171598359159,-99.98657488135403,-99.95550077167258,-99.96768534181584,-58.308821200747595
36,1.6852966634263882e-32,-100.0,0.0,-99.99091909976701,-99.95902423349675,-99.99060367064837,-98.39676243824806,-99.98602032811147,-99.95502698390865,-99.95199891864318,-99.93209882553133,-99.98560933258688,-99.94925250938796,-99.95419300376437,-56.14090784708075
37,7.300423555779152e-32,-100.0,0.0,-99.98580225289606,-99.95501391252976,-99.98930456192767,-98.3007165909175,-99.98259979390117,-99.9539753025859,-99.95069480836082,-99.92288904894018,-99.98488869668957,-99.94156788814718,-99.9457832739698,-56.85354047175126
38,5.510221519147777e-31,-100.0,0.0,-99.97947449877745,-99.95809164600372,-99.98368947490992,-98.461580193899,-99.97318833270671,-99.94045816592381,-99.93846954642785,-99.90789272189005,-99.98511811948289,-99.94671659028769,-99.9225467274184,-54.057757542995446
39,2.3882944533729345e-30,-100.0,0.0,-99.97346439944596,-99.94968191832996,-99.97891545532961,-98.44663961284422,-99.97031231834522,-99.92924250057038,-99.93028286966586,-99.90320891274548,-99.98043711560788,-99.94263530215204,-99.91948193712443,-57.36130814550335
40,1.1518379076674717e-29,-100.0,,-99.97479855015897,-99.93301831664145,-99.97921178521663,-97.82287253942307,-99.957672246822,-99.93697890751253,-99.91868180972438,-99.89630695242113,-99.97834949366326,-99.93078593053217,-99.90016196355343,-55.1975491911904
41,4.7032851567276263e-29,-100.0,,-99.97008399066185,-99.9014127204643,-99.97870711499209,-98.4504775949474,-99.95787466009457,-99.92069498700914,-99.90848915096117,-99.86557319996302,-99.97751594018257,-99.91676807759119,-99.85864599333112,-55.540035258752354
42,1.8535636213775037e-28,-100.0,,-99.96350509589172,-99.88398862342758,-99.97705464913813,-98.76566066528548,-99.94327281348816,-99.91431502140252,-99.90360115618233,-99.8207446579356,-99.96868512548606,-99.90528906495057,-99.85924995135663,-55.91344176023809
43,1.2549741468102444e-27,-100.0,,-99.95758285292546,-99.8761846308136,-99.97484179461193,-98.47581070351895,-99.94084517059926,-99.91757504285287,-99.86700149168986,-99.7412514411834,-99.95732683042252,-99.8922876724001,-99.82754495488862,-53.14776217062233
44,6.91061296030719e-27,-100.0,,-99.95388366632312,-99.87989653530538,-99.96918004803473,-98.28011480688953,-99.93145663316734,-99.91164233220883,-99.85895220435856,-99.66142303674972,-99.94833009901086,-99.86413518275299,-99.75229449088509,-53.19835083706309
45,2.59545655605572e-26,-100.0,,-99.9426081166025,-99.84911657129494,-99.96323783770522,-98.4112610997261,-99.93584838802046,-99.90987677838845,-99.79774551921172,-99.5928692160107,-99.94700904225529,-99.85260145531542,-99.70917610882928,-52.546664482834636
46,6.297945446665376e-26,-100.0,,-99.9264283627123,-99.81086783460493,-99.96358494303114,-98.3988167255874,-99.94684691657463,-99.88069888158357,-99.82954217510894,-99.48955605721468,-99.93865397953195,-99.83776161587595,-99.70438974035599,-52.180662565627344
47,3.1302461678411445e-25,-100.0,,-99.90777793149441,-99.78403941325162,-99.96311762800326,-98.70099093560844,-99.93608276765006,-99.86615520858354,-99.7688806036265,-99.3247205757511,-99.93665090246276,-99.78935940994403,-99.61289171740549,-52.43540508761255
48,1.1862938704955584e-24,-100.0,,-99.90756781538263,-99.72131299095636,-99.95391388379392,-98.66274488772498,-99.93529072668224,-99.82090923770897,-99.71004880366326,-99.19413119205622,-99.92531617873377,-99.80521198603795,-99.57004139711964,-55.88120885459531
49,1.8197062701462985e-24,-100.0,,-99.86187851694882,-99.76026763954785,-99.94899732213253,-98.45895064460166,-99.94319781812212,-99.81266010898474,-99.6908481852499,-99.1963524621063,-99.93411994184429,-99.79255540803005,-99.51844632778095,-59.814407168635796
50,5.536481057538687e-24,-100.0,,-99.83957997434646,-99.6842364400882,-99.94843529908,-98.5056236325246,-99.91701057870101,-99.80015766088498,-99.69739748664212,-99.07512792875046,-99.92496806122574,-99.76884618126827,-99.55148790740022,-60.71607267326065
51,2.256155972054277e-23,-100.0,,-99.8259806495578,-99.6613678120265,-99.95197489541322,-98.39261280418032,-99.89218763178272,-99.72239184871424,-99.59293941404262,-98.97921256506937,-99.89976879808877,-99.78504744011725,-99.53587873542372,-60.11750488404599
52,1.1460662396110682e-22,-100.0,,-99.84676002901293,-99.64250713867699,-99.94110859717166,-97.80260878793636,-99.88623156358894,-99.68278017346775,-99.43213180611296,-98.67675579371452,-99.89775783728548,-99.74704126502182,-99.45652749696372,-57.58845837927573
53,2.9418497740996404e-22,-100.0,,-99.84848695947723,-99.67176009196073,-99.94500890341196,-97.35610996840511,-99.88876856728636,-99.59122205070156,-99.21487554795907,-98.30881462063692,-99.90150786264815,-99.72621522116594,-99.40725579181498,-57.838074465092106
54,8.706270143731966e-22,-100.0,,-99.85411105337877,-99.62903927547825,-99.93153228987642,-96.28344791639493,-99.85791780336642,-99.57733986730956,-99.25166149679696,-98.13671331632486,-99.89704693702681,-99.75039889867624,-99.30325986655744,-57.83127434591611
55,1.0885927225842054e-21,-100.0,,-99.83095846101675,-99.59733750621662,-99.92801772793952,-96.39158551156704,-99.82156629521778,-99.61324859529836,-99.26257760079642,-98.27706015564902,-99.90490732431935,-99.82325091691602,-99.03115458731229,-56.87442638814672
56,5.208383477163855e-21,-100.0,,-99.83345332842808,-99.62317616206019,-99.9077853244628,-95.5400371982553,-99.78137080106833,-99.56523856354313,-99.10674753723768,-98.0642096954934,-99.88920735002547,-99.7662465721133,-98.84353747626899,-59.007431215428284
57,1.3325001507954729e-20,-100.0,,-99.8273084269566,-99.63615838446547,-99.88494654358837,-94.74984246975734,-99.76124526317265,-99.49587460208531,-99.1335295763512,-97.7234452372605,-99.87083301698839,-99.7592910399233,-98.85973333022929,-58.290102393269706
58,2.4364833117082344e-20,-100.0,,-99.84516567844081,-99.6250288520701,-99.86588385565742,-94.2213133538223,-99.74030275730846,-99.41874263564901,-99.10410274962899,-97.61792186537089,-99.87377824418924,-99.69646070108605,-98.94080444107959,-58.57973812744726
59,2.297393223816899e-20,-100.0,,-99.86446260495552,-99.62152792074863,-99.85499046147572,-93.7709804932999,-99.69298591945714,-99.43050114100602,-99.17310761345863,-97.7069601216926,-99.88885653546535,-99.67032741528706,-99.03886199141125,-57.53199837432067
60,4.286990534681352e-20,-100.0,,-99.86379751307662,-99.6319605713639,-99.86032585667878,-92.19251384187208,-99.69491969272688,-99.39974189773126,-99.12861948656682,-97.45531349924629,-99.88606847047302,-99.61973213595667,-99.03408283662466,-53.84931746316124
61,7.831772761400429e-20,-100.0,,-99.87096671304336,-99.63344826950646,-99.8370427250588,-89.72672869023025,-99.67158240776595,-99.32435676852923,-99.06980189725996,-97.50420522837565,-99.90308992526792,-99.55761317613991,-99.02689368303281,-53.97635986166617
62,9.776468056744857e-20,-100.0,,-99.90541578545026,-99.68815242982309,-99.83878129773989,-87.34822938286551,-99.71164066603131,-99.21198931176905,-98.91532245409374,-97.17684872304685,-99.89851636477108,-99.49228923723959,-98.98803434805927,-55.210609795461274
63,2.471584879799195e-19,-100.0,,-99.90632333324069,-99.62118015260056,-99.78735110429874,-88.81996182049029,-99.73333814286343,-99.05733232218559,-98.87983374065743,-96.6274007730014,-99.88852126021706,-99.43845637100341,-98.8466840702992,-57.27182210651607
64,4.1096712630270694e-19,-100.0,,-99.87455251703611,-99.63282953644527,-99.78888615581134,-90.27148589112088,-99.71929076692096,-99.0243145521288,-98.71707794782778,-96.6538693998498,-99.88316590652491,-99.47332297374416,-98.62674477923484,-56.27404967607084
65,7.616751752822579e-19,-100.0,,-99.84837338613357,-99.65892573028484,-99.75549909369235,-89.00518227164373,-99.70159513609738,-98.95237294618724,-98.61498611451863,-96.8470594465966,-99.87455359295362,-99.4807554791812,-98.5294000748381,-58.10427620343086
66,1.817235963449435e-18,-100.0,,-99.83842138469787,-99.5679259488382,-99.73857680701343,-88.8803222717039,-99.66486176037888,-98.94182539331752,-98.24496540576752,-97.16291553540192,-99.85309019099438,-99.48264189533992,-98.31072908907512,-60.50407228217723
67,7.046117363724137e-18,-100.0,,-99.82823460750822,-99.53159843791526,-99.68404299830132,-84.63893724902341,-99.58939756887013,-98.87125494465373,-98.29246853267858,-96.51818718253278,-99.84559687542075,-99.39116130695876,-98.29749158121601,-59.08264858330809
68,6.159116427235941e-18,-100.0,,-99.82873836988847,-99.53825091805265,-99.73657051883306,-86.39448971578281,-99.60920053208746,-99.01466732540386,-98.07202834544215,-95.78467986933667,-99.86005944697803,-99.39386377528153,-97.99842688126832,-59.10033531482799
69,9.514416139955371e-18,-100.0,,-99.82865671997016,-99.52272469118276,-99.72492824764781,-85.66738768412378,-99.63353504868213,-99.022011818912,-97.90668413864823,-95.63150859444188,-99.85324005793495,-99.34462304949797,-97.73931454552613,-58.59015405307484
70,1.1899592968179297e-17,-100.0,,-99.8001540001964,-99.4659076155595,-99.75097689399817,-87.50617048323835,-99.54677889041847,-99.01139688374812,-98.06546595241056,-95.59818851402795,-99.85246570246309,-99.35962241992868,-97.636223529097,-57.94577818439124
71,1.8631107690167482e-17,-100.0,,-99.8228470182081,-99.31458694295429,-99.73938350674561,-87.07769113667239,-99.59041600160965,-98.75766559906981,-97.72803376880067,-96.09565252515021,-99.8488442819779,-99.29702048446062,-97.73242680464278,-58.10758177588168
72,2.7248797214518692e-17,-100.0,,-99.7794532625869,-99.32913814818147,-99.76751229748787,-84.99125288584317,-99.58821191244654,-98.7553744145028,-97.92201397836347,-96.46288591726679,-99.80930642175188,-99.26046240242566,-97.72940508494642,-56.244868123097156
73,5.094578373386364e-17,-100.0,,-99.7557726522741,-99.31565894957615,-99.7377648535535,-83.55498362977973,-99.54310621382825,-98.89886744410913,-97.85442828461952,-96.27115477331071,-99.79204572061842,-99.20985108095616,-97.50801316073996,-57.11342638723244
74,9.475640531448327e-17,-100.0,,-99.75490089327097,-99.31935293103139,-99.69744681548552,-83.40294272926667,-99.51325588910916,-98.78335546555952,-97.81356926676455,-96.40576634288718,-99.7681438955879,-99.12677268538076,-97.1935515213142,-57.223752577308694
75,1.5293458208431703e-16,-100.0,,-99.74802957237998,-99.37878010686288,-99.67451835464264,-84.53582052617239,-99.55627256762237,-98.55986273376057,-97.87757610411659,-95.9888413612285,-99.71559596016316,-99.07996863708102,-96.89796203424889,-56.04080262308899
76,3.157694397591424e-16,-100.0,,-99.71215533359744,-99.31069902495958,-99.6791306985053,-82.30973358985733,-99.61818596831853,-98.57529735865566,-97.68684563010399,-95.30264639958695,-99.69404026109983,-98.83273470725264,-97.01997100572439,-55.42902372983165
77,5.174891092023559e-16,-100.0,,-99.67654410320975,-99.2810466135271,-99.66214507298407,-78.49412610293022,-99.57034180791283,-98.15378472043193,-97.54319768941463,-95.5497300454746,-99.72169116385952,-98.98444129272228,-97.33899607855139,-53.047523234815365
78,7.443679975614952e-16,-100.0,,-99.67977513469776,-99.13622430599895,-99.70774207958605,-77.58233892386139,-99.56747988763222,-97.65504914307175,-97.65314543803281,-95.63121777631014,-99.68837899958642,-98.9495400747794,-97.3154937565123,-55.051228815190754
79,1.0397483740163803e-15,-100.0,,-99.6732980251035,-99.28030362183132,-99.6511547163853,-76.46636581184957,-99.53540820812047,-97.85119347326841,-97.06713788395004,-94.74399568056181,-99.68266824420161,-99.08618556866062,-97.25077913292178,-56.09561138021439
80,9.119452669386715e-16,-100.0,,-99.65491042437986,-99.28319138132142,-99.66003257772826,-73.00481548954455,-99.55187216909901,-97.83260302988988,-97.18560660506822,-94.95949520496174,-99.7175969144161,-99.0099264348443,-97.70023005742871,-54.65915574885405
81,2.350307374991098e-15,-100.0,,-99.59833496560877,-99.25130321111266,-99.59738052377108,-71.4044827329847,-99.54689247891933,-97.754327379029,-96.70464611304337,-94.29844059816796,-99.73411162166387,-98.8726142868161,-97.59081060198537,-50.83277755342242
82,2.750264672948762e-15,-100.0,,-99.64260476505795,-99.14057575515156,-99.55764819434584,-71.4735822200245,-99.58295354213104,-97.73153779404284,-96.855934622249,-94.21715150550864,-99.7033040785802,-98.56463333490804,-97.96783822370344,-52.33264978195973
83,4.896021890940704e-15,-100.0,,-99.60389172912993,-98.79104408540694,-99.54367326686742,-67.68611071688737,-99.63039065277354,-97.94212683958688,-96.33934159609268,-94.50804781023251,-99.70163875150038,-98.60427433695165,-97.75133061814265,-51.57849940414347
84,4.695948375412337e-15,-100.0,,-99.66387327006157,-98.67234810344995,-99.5365252599581,-69.92263596604982,-99.54610613305267,-97.77170613139016,-96.68806269401728,-93.85635125653364,-99.69341707147842,-98.72702599639382,-97.94492374822627,-54.26596776704669
85,8.574543996508892e-15,-100.0,,-99.67323179569318,-98.56750457186577,-99.44607716762519,-70.8855911730654,-99.53019623972718,-97.55333154459372,-96.405463039354,-91.98920354708096,-99.76610424669813,-98.5247821125303,-97.82772394760548,-54.21565858187418
86,1.1272660044298717e-14,-100.0,,-99.63282117384334,-98.58650735747936,-99.3988414865867,-70.94905308093624,-99.57263236074726,-97.34287733480325,-96.18255169725497,-91.64778740118275,-99.75589357265821,-98.42767952111718,-98.13012856329452,-52.13853826693094
87,1.3394536493466948e-14,-100.0,,-99.60972625712202,-98.49268364606044,-99.44990681650009,-71.55344815808262,-99.51780202984676,-97.05710522264269,-96.00852073408207,-91.68169058315327,-99.7712367994814,-98.44167919599724,-98.26674302101745,-50.01807249106507
88,2.2591880646752994e-14,-100.0,,-99.59464577887422,-98.67739923381835,-99.49209871018975,-64.25950117444687,-99.49335575131181,-97.17394077094895,-95.53449644930896,-90.9924880893368,-99.75890190667911,-98.30708540629878,-98.16803189749349,-46.09331857856799
89,2.5354945956293376e-14,-100.0,,-99.61938937387504,-98.67444696628931,-99.48058833225414,-65.73462909124139,-99.54031898492529,-96.5972898482463,-95.32977857337843,-90.39030870310619,-99.75083098096754,-98.42368943091395,-98.06265697348397,-47.137615766953274
90,4.934758512882092e-14,-100.0,,-99.56308135495773,-98.63156004569666,-99.42199937474831,-65.94893969748885,-99.45992862035902,-96.41930462476338,-95.49170233465289,-89.25196415585879,-99.74371902593123,-98.3628210540981,-98.06206406602276,-44.96126130448681
91,6.145320455884249e-14,-100.0,,-99.51865067042112,-98.62218224549571,-99.40285631784964,-70.52874544407284,-99.4921707103207,-96.17874754855794,-96.12069853311644,-88.13990348691301,-99.73975481838765,-98.15836456867802,-97.77247571773589,-44.76162612463301
92,9.714164939464864e-14,-100.0,,-99.50943126564037,-98.54844027582105,-99.32111610588984,-68.23796094950629,-99.44705386987724,-95.82977782377894,-96.0447104814902,-89.15286314532803,-99.71704808770514,-98.21158850762014,-97.76234015945533,-43.5248686359212
93,1.76574378313506e-13,-100.0,,-99.43895456082765,-98.83919929483339,-99.36804007068376,-65.64056040191481,-99.22145977811337,-95.65390967544603,-95.63756269012703,-88.217043719059,-99.69750590764414,-98.05097444060651,-97.9099513075348,-41.738418566623736
94,2.4166148027608737e-13,-100.0,,-99.34417288973569,-98.77360785379567,-99.22584245794698,-70.59131224759197,-99.18529221733465,-95.23757303110233,-95.02864421128595,-89.6750629495173,-99.70291372254349,-97.8479699613946,-98.22675225792601,-41.54913786765481
95,5.028676499462208e-13,-100.0,,-99.31989686079068,-98.83755648446288,-99.21205041561366,-68.48149104835866,-99.12000779422408,-94.29806127420164,-95.32499696533473,-89.44933883906775,-99.69407645494708,-97.36572225863259,-98.04052388881773,-34.46616531640792
96,5.231114074892406e-13,-100.0,,-99.29330679762093,-98.90467621459626,-99.20652589429277,-70.19021696625869,-99.25215602860393,-93.44677052285542,-94.84302293008648,-88.48959480945425,-99.6983032000916,-97.58225892490354,-98.03513817019235,-31.472562726153942
97,1.2951705409292696e-12,-100.0,,-99.20861267930682,-98.98959166910836,-99.06337558775822,-60.022503987739896,-99.07886753708954,-92.78590503894844,-94.99692202878721,-86.05471950662982,-99.70799121275394,-97.3929576223261,-98.06948170393142,-36.51465437277861
98,2.285591784558228e-12,-100.0,,-99.21185933145433,-98.76657515067235,-99.10795614268886,-49.22157961840852,-99.08113133420696,-92.35113949996749,-93.54357232957094,-87.54941414102223,-99.70104894776814,-97.79601642661119,-97.8041249318117,-36.50076202387945
99,2.5664415531884563e-12,-100.0,,-99.32002141383266,-98.95596776965553,-99.07674601098591,-48.53543205194858,-99.08881950404127,-90.99247117604976,-93.45296213593214,-86.77458440164204,-99.71991143602713,-97.64035573722958,-97.50312876927764,-35.12305377220498
100,4.4509189569345325e-12,-100.0,,-99.33676443249453,-98.74325165303642,-98.89485230730718,-51.673489870656944,-99.02346824904168,-90.11196981582668,-93.7596314831333,-87.58333404062387,-99.66021164939018,-97.67649005953365,-97.50035542006744,-32.284961120813136
101,7.564181829579196e-12,-100.0,,-99.25636089783883,-98.82562282189295,-98.9032303851475,-42.23489092794643,-99.00966582187684,-89.10530031508996,-93.54790653070307,-87.93402816217602,-99.66499904772704,-97.1594982409706,-97.41056814464471,-33.945021985273236
102,1.0848853277105315e-11,-100.0,,-99.35119562857163,-98.74915770593458,-98.98859133447763,-39.77293521412436,-98.92862396301334,-88.96095281028884,-92.91741315124197,-87.23386618182958,-99.62717558643138,-97.19915106463873,-97.02375956073274,-33.96680958617117
103,1.8945826259588926e-11,-100.0,,-99.28954025595283,-98.77706939037321,-98.75400406394436,-37.29107846565524,-98.74784771354723,-88.68299261215115,-93.16593014141317,-86.91852172398166,-99.59931449923299,-97.24132827586973,-97.05402483557621,-32.34987838436354
104,2.872610375860426e-11,-100.0,,-99.2507406060934,-98.68193594658834,-98.6048925404443,-26.862485039168817,-98.80620365093701,-90.17471116682563,-93.91226370356586,-87.46332283601606,-99.58956812267998,-96.85554202530821,-96.55922450376355,-28.286141640461803
105,2.909035761855571e-11,-100.0,,-99.18338018361614,-98.60049856419451,-98.67661231644905,-43.3590749798364,-98.79186105530341,-90.67620850276614,-93.96381471039058,-86.90456545446753,-99.58735837594554,-96.37223980012045,-96.33077185949779,-30.56792634536879
106,6.942800569667134e-11,-99.99999999999999,,-99.17490476615282,-98.41085109694802,-98.45290336202123,-33.059871400686205,-98.67526918252855,-90.85269908711687,-93.9986968446717,-85.69865294824082,-99.54002671900248,-96.15197579477035,-96.09387528658412,-28.894628078735273
107,1.3781153249216483e-10,-99.99999999999999,,-99.09375776541552,-98.40641654905042,-98.5332975773882,-40.85905852596985,-98.46536675330675,-90.44118609129029,-93.22941746170797,-85.80077836116911,-99.45197238244202,-95.54589198918377,-95.41651669612918,-30.27666017400047
