MA_Period,Final_Balance,Total_Return_Pct,Return_2013_Pct,Return_2014_Pct,Return_2015_Pct,Return_2016_Pct,Return_2017_Pct,Return_2018_Pct,Return_2019_Pct,Return_2020_Pct,Return_2021_Pct,Return_2022_Pct,Return_2023_Pct,Return_2024_Pct,Return_2025_Pct
177,564777042.6317536,56377.70426317536,,0.0,60.749448377139494,135.57312252964425,1466.6107382550335,-62.436224333038545,84.37057991513434,201.4502082200571,18.92423458739558,0.0,69.04878985265196,122.04199365634625,2.151961129497937
178,534674769.9943927,53367.47699943927,,0.0,60.749448377139494,135.57312252964425,1466.6107382550335,-59.778474942864705,84.37057991513437,191.0065759946134,12.319778114352363,0.0,63.93147272760906,122.04199365634625,2.151961129497937
179,493047322.940169,49204.732294016896,,0.0,60.749448377139494,135.57312252964425,1466.6107382550335,-59.778474942864705,84.37057991513437,191.0065759946134,3.575049769219496,0.0,63.93147272760906,122.04199365634625,2.1519611294979146
180,505260437.50890225,50426.043750890225,,0.0,65.53246359102442,135.57312252964428,1466.6107382550335,-59.778474942864705,84.37057991513439,190.7265824962221,3.5750497692195182,0.0,63.29519350648594,122.04199365634625,2.1519611294979146
181,544729899.899403,54372.9899899403,,0.0,65.53246359102442,135.57312252964428,1466.6107382550335,-59.778474942864705,84.37057991513439,190.7265824962221,11.666028654516513,0.0,63.29519350648598,122.04199365634621,2.1519611294979146
182,536250633.1577434,53525.06331577434,,0.0,65.53246359102442,135.57312252964428,1466.6107382550335,-57.373738750888805,84.37057991513434,170.05525845776188,11.666028654516536,0.0,63.29519350648596,122.04199365634625,2.151961129497937
183,517875889.92613393,51687.5889926134,,0.0,65.53246359102442,135.57312252964428,1466.6107382550335,-58.8343367566454,84.37057991513437,170.05525845776185,11.666028654516492,0.0,63.29519350648598,122.04199365634621,2.151961129497937
184,451686040.0213814,45068.604002138134,,0.0,65.53246359102442,135.57312252964428,1466.6107382550335,-58.8343367566454,77.28922156727616,170.05525845776188,11.666028654516447,0.0,51.125435607544944,117.61619798983274,2.151961129497937
185,448422254.3370012,44742.22543370012,,0.0,65.53246359102442,135.57312252964428,1466.6107382550335,-57.630683933147566,77.28922156727612,170.05525845776185,7.709801043261,0.0,51.1254356075449,117.6161979898327,2.1519611294979146
186,445740252.0045295,44474.02520045295,,0.0,65.53246359102442,135.57312252964428,1466.6107382550335,-54.85077963878994,77.28922156727613,170.05525845776188,7.709801043261,0.0,40.97219455946377,117.61619798983274,2.151961129497937
187,494916690.9559979,49391.669095599784,,0.0,62.254593024865514,135.57312252964425,1466.6107382550335,-54.85077963878992,77.28922156727613,170.05525845776185,16.825838118649816,0.0,47.226573426068555,117.61619798983274,2.151961129497937
188,488825718.43997496,48782.5718439975,,0.0,56.42657097641861,135.57312252964428,1466.6107382550335,-54.8113738169604,77.28922156727616,170.05525845776185,19.582724357624116,0.0,47.226573426068555,117.61619798983278,2.1519611294979146
