MA_Period,Final_Balance,Total_Return_Pct,Balance_2013,Return_2013_Pct,Balance_2014,Return_2014_Pct,Balance_2015,Return_2015_Pct,Balance_2016,Return_2016_Pct,Balance_2017,Return_2017_Pct,Balance_2018,Return_2018_Pct,Balance_2019,Return_2019_Pct,Balance_2020,Return_2020_Pct,Balance_2021,Return_2021_Pct,Balance_2022,Return_2022_Pct,Balance_2023,Return_2023_Pct,Balance_2024,Return_2024_Pct,Balance_2025,Return_2025_Pct
244,1.225526756655681e-54,-100.0,,,0.3056352293160895,-99.99996943647706,2.467945113374706e-08,-99.99999192519424,5.649636236838763e-16,-99.9999977107934,1.859221397114293e-20,-99.9967091307844,5.834457441463146e-26,-99.99968618812959,1.4048909284975718e-30,-99.99759207956765,1.9082937503869806e-35,-99.99864167835973,4.0933098959194495e-39,-99.97854989623536,7.981104545654326e-45,-99.99980502075951,1.5159812602104578e-49,-99.99810053702274,5.0425697825084566e-54,-99.99667372551703,1.225526756655681e-54,-75.69638478962139
245,2.206403349869073e-54,-100.0,,,0.3297892035434012,-99.99996702107966,3.198274338641445e-08,-99.99999030206476,6.749638306025947e-16,-99.99999788959995,2.3597057769045572e-20,-99.99650395225652,7.18484744180092e-26,-99.99969551935195,2.039233346638427e-30,-99.99716175832103,2.6635357564307537e-35,-99.99869385435423,6.037080195030973e-39,-99.97733433771086,1.2724084162568561e-44,-99.99978923446847,2.4693473343751902e-49,-99.99805931232234,9.079588579265999e-54,-99.99632308162855,2.206403349869073e-54,-75.69930255532084
246,3.7600165578753165e-54,-100.0,,,0.3566081457490736,-99.99996433918542,3.586975694288468e-08,-99.99998994140842,7.445481324549979e-16,-99.99999792430116,3.440236428194165e-20,-99.99537943045152,1.0184897483146625e-25,-99.99970394774616,3.0251291542274673e-30,-99.99702978929417,4.1518370611360525e-35,-99.99862755047819,9.312787308850053e-39,-99.97756947786795,2.1200980358265507e-44,-99.99977234548953,4.2913649806552314e-49,-99.99797586483827,1.5347119321268293e-53,-99.99642372079968,3.7600165578753165e-54,-75.50018033244439
247,4.242690920120526e-54,-100.0,,,0.34182545638636147,-99.99996581745437,3.602164039237734e-08,-99.99998946197842,8.453829867733004e-16,-99.99999765312468,3.810635183959065e-20,-99.99549241557546,1.0041547848435027e-25,-99.99973648624537,3.4129739663509215e-30,-99.99660114753436,5.197271150359687e-35,-99.99847720164244,1.0671720786189145e-38,-99.9794666845784,2.2284936522898e-44,-99.99979117766506,4.619405015751881e-49,-99.99792711771424,1.814125979126732e-53,-99.99607281463102,4.242690920120526e-54,-76.61303035766659
248,6.688469896907522e-54,-100.0,,,0.39064274079193345,-99.99996093572592,4.6896472970686294e-08,-99.99998799504814,1.0892417506658747e-15,-99.99999767734825,4.353500462035009e-20,-99.99600318252641,1.0676946680617389e-25,-99.99975475030325,4.350739570194754e-30,-99.99592510883464,7.479678813685503e-35,-99.99828082589339,1.4511249188600736e-38,-99.98059910117792,3.2198235824294937e-44,-99.99977811534069,6.809159640479624e-49,-99.9978852382852,2.7329466675933868e-53,-99.99598636717026,6.688469896907522e-54,-75.52652608915584
249,8.946296915615185e-54,-100.0,,,0.3576771219572149,-99.99996423228781,3.7355155402340953e-08,-99.99998955617984,8.768199667097182e-16,-99.99999765274711,4.4887081470820254e-20,-99.99488069578989,1.1069913644128329e-25,-99.99975338308303,4.674557999847032e-30,-99.99577724077159,9.217250584593503e-35,-99.99802820917296,1.592970215700803e-38,-99.98271751211404,3.4737878628137603e-44,-99.99978193014354,9.232288199907906e-49,-99.99734229936757,3.7216908741492793e-53,-99.99596883156855,8.946296915615185e-54,-75.961740998545
250,1.7796381273287958e-53,-100.0,,,0.30616149031152534,-99.99996938385097,4.404766954581695e-08,-99.99998561292946,9.807623141505658e-16,-99.99999777340702,5.232474201716631e-20,-99.99466489064045,1.3026486757105337e-25,-99.9997510453706,5.708669197676319e-30,-99.99561764480008,1.2070643203241582e-34,-99.99788555917584,2.2559806685071383e-38,-99.98131018678524,4.859542956751343e-44,-99.9997845928813,1.5424368457987035e-48,-99.99682596314196,7.0858387555688545e-53,-99.9954060752796,1.7796381273287958e-53,-74.88458051730072
251,2.1815752106202657e-53,-100.0,,,0.36192108889611574,-99.9999638078911,5.743233431779238e-08,-99.9999841312551,1.4781668598675746e-15,-99.99999742624624,8.335890796602293e-20,-99.99436065641646,1.736246799170787e-25,-99.99979171430607,6.807907681913968e-30,-99.99607895162994,1.291710274004419e-34,-99.99810263250566,2.607933847507826e-38,-99.97981022602364,6.568050334581251e-44,-99.999748151191,1.978339655792537e-48,-99.9969879346914,8.506250160560769e-53,-99.99570030852101,2.1815752106202657e-53,-74.3532676626989
252,2.457499400943887e-53,-100.0,,,0.3730265707698246,-99.99996269734292,7.759911628877822e-08,-99.99997919742925,1.808130907124599e-15,-99.99999766990786,1.0761219247688969e-19,-99.99404842912352,2.0339522103137548e-25,-99.99981099240118,7.203357046304807e-30,-99.99645844331553,1.3610424836281037e-34,-99.99811054418811,2.835206495206492e-38,-99.97916886115378,7.821355863728756e-44,-99.99972413452505,2.4201240815668258e-48,-99.99690574866592,1.014048655641457e-52,-99.99580993113797,2.457499400943887e-53,-75.76546857715279
253,3.3185882899993035e-53,-100.0,,,0.362661408984603,-99.9999637338591,7.645917338925661e-08,-99.99997891720169,2.177131639954658e-15,-99.99999715255666,1.5744924400913128e-19,-99.99276804208255,2.996576357593856e-25,-99.99980967985103,9.474080663982748e-30,-99.99683836500947,1.5891684413663514e-34,-99.99832261461799,4.176801663856602e-38,-99.97371706135654,1.222904559393486e-43,-99.99970721507559,3.2232063696088206e-48,-99.99736430259838,1.3700765887026371e-52,-99.99574933643213,3.3185882899993035e-53,-75.77808191626889
254,3.4572626482212093e-53,-100.0,,,0.37087625922660783,-99.99996291237407,8.692579986477287e-08,-99.99997656204793,2.501352098044547e-15,-99.99999712242844,2.2018919226525876e-19,-99.99119719321253,3.448823036280897e-25,-99.99984337001283,1.2708579492320337e-29,-99.9963150966696,2.063950613564124e-34,-99.9983759391718,6.032326764781654e-38,-99.97077291130351,1.5404445694021486e-43,-99.99974463509199,3.6712324873428995e-48,-99.99761677079444,1.427328189398557e-52,-99.99611212802698,3.4572626482212093e-53,-75.77808191626889
255,8.596984160414263e-53,-100.0,,,0.41840539366025303,-99.99995815946063,1.0039851443087709e-07,-99.99997600448847,3.2810519602714443e-15,-99.9999967319716,3.019698841538626e-19,-99.99079655281872,4.969366097919631e-25,-99.99983543504307,1.9202795228398803e-29,-99.99613576563891,3.3395726254881557e-34,-99.9982608924452,1.041986362803114e-37,-99.96879881111582,3.015934507012643e-43,-99.99971055911914,8.852748448813257e-48,-99.99706467483686,3.728779185058599e-52,-99.99578799826222,8.596984160414263e-53,-76.94423902905594
256,6.879870834258799e-53,-100.0,,,0.4088655163973796,-99.99995911344836,1.0098294301370633e-07,-99.9999753016728,3.3445456969520717e-15,-99.99999668800929,3.542735732626646e-19,-99.98940742314912,5.393345572911881e-25,-99.99984776325472,1.7563218244580107e-29,-99.99674353923605,3.283563528101068e-34,-99.99813043174527,8.80068778343077e-38,-99.97319775387894,2.90403055256535e-43,-99.99967002231826,7.664799196018789e-48,-99.99736063410585,3.0450989529652617e-52,-99.99602716408468,6.879870834258799e-53,-77.40674132261185
257,5.072327833470997e-53,-100.0,,,0.46804936825166943,-99.99995319506317,1.1801516572409483e-07,-99.99997478574404,3.3955222703062886e-15,-99.99999712280854,3.87477167555027e-19,-99.98858858412024,5.344000624971286e-25,-99.99986208218,1.6638965067696935e-29,-99.99688642157152,3.049481445563083e-34,-99.99816726495118,6.793672966389626e-38,-99.97772187472636,2.3889888904936036e-43,-99.99964835091382,6.536224781575574e-48,-99.9972640204366,2.2965438598570062e-52,-99.99648643683992,5.072327833470997e-53,-77.91321157791072
258,4.635396095987793e-53,-100.0,,,0.49359926703355544,-99.9999506400733,1.2917686010776053e-07,-99.9999738296086,4.536179929826377e-15,-99.9999964883959,4.2577561590529527e-19,-99.99061378467142,5.032371713290071e-25,-99.99988180695358,1.3635184758165264e-29,-99.99729050524584,2.461674892428402e-34,-99.99819461566814,5.560965945759404e-38,-99.97740982790675,2.2317378085813842e-43,-99.99959867802998,5.713414799731495e-48,-99.99743992561413,2.099835753691192e-52,-99.99632472728254,4.635396095987793e-53,-77.9249587124161
259,4.146715665400263e-53,-100.0,,,0.5557564523116322,-99.99994442435477,1.4943254303928867e-07,-99.99997311186539,5.341771921469298e-15,-99.99999642529545,4.442699861608796e-19,-99.99168309705671,4.833328208666378e-25,-99.99989120741083,1.20214457570796e-29,-99.997512801689,2.442654282447161e-34,-99.9979680860923,5.292217018781487e-38,-99.97833415454323,2.2710951424178062e-43,-99.99957086129795,5.744201628305684e-48,-99.99747073492387,1.854489993784407e-52,-99.99677154439593,4.146715665400263e-53,-77.63958997191367
260,2.948482273666579e-53,-100.0,,,0.5574840380743271,-99.99994425159619,1.6473855933655421e-07,-99.99997044963656,4.69621244568081e-15,-99.99999714929373,3.5813961123663556e-19,-99.99237386265253,4.13184570955696e-25,-99.99988463030674,9.424281118857142e-30,-99.99771911107497,1.86902401866262e-34,-99.99801679937696,4.2004672608271733e-38,-99.97752587864636,1.607028811129401e-43,-99.99961741665598,4.1547273877346354e-48,-99.99741465283077,1.3203159408323987e-52,-99.99682213580431,2.948482273666579e-53,-77.66835813701003
261,1.8955549576913914e-53,-100.0,,,0.435687377668912,-99.99995643126223,1.1579710286692288e-07,-99.99997342197437,3.1474428082585383e-15,-99.99999728193303,2.607085980715741e-19,-99.99171681222015,2.414755078188355e-25,-99.99990737723665,5.451805841273289e-30,-99.99774229449167,1.135879937389067e-34,-99.99791650698785,2.5772115471844845e-38,-99.97731088064546,9.922130223825332e-44,-99.99961500520845,2.5126921543188674e-48,-99.99746758801021,8.478334731857203e-53,-99.996625796472,1.8955549576913914e-53,-77.64236707275928
262,3.024771736592326e-53,-100.0,,,0.4645996741964883,-99.99995354003258,1.1651561009283822e-07,-99.9999749212889,3.048864633165637e-15,-99.99999738329943,2.8809809093252246e-19,-99.99055064341663,3.063345192904459e-25,-99.99989367006276,7.279738295387934e-30,-99.99762359843996,1.8692995047358106e-34,-99.99743218859129,4.064076568847057e-38,-99.97825882605463,1.4445247951036652e-43,-99.99964456260344,3.802538936577965e-48,-99.99736761947634,1.4070418068494178e-52,-99.9962997307054,3.024771736592326e-53,-78.50261646904968
263,4.710005197580599e-53,-100.0,,,0.566371576556598,-99.99994336284234,1.5073822236135812e-07,-99.99997338527768,3.598798430305456e-15,-99.99999761255084,3.814629504079722e-19,-99.9894002690677,4.521827315813641e-25,-99.99988146090438,1.0347677490704424e-29,-99.99771161595346,2.8627926812866626e-34,-99.9972333959153,7.307133156315932e-38,-99.97447550706666,2.852834656658971e-43,-99.99960958222663,6.046057180218484e-48,-99.99788068433405,2.1903550854119987e-52,-99.99637721738296,4.710005197580599e-53,-78.49661349910916
264,8.297091025146861e-53,-100.0,,,0.5710911648443068,-99.99994289088352,1.738260811428206e-07,-99.9999695624636,4.269930492816538e-15,-99.99999754356168,5.576608230081995e-19,-99.98693981497014,6.576849766359766e-25,-99.99988206362191,1.4967406966751892e-29,-99.9977242285443,4.819188574357687e-34,-99.99678021143872,1.1939153691899923e-37,-99.97522580096694,5.273947953829584e-43,-99.99955826450602,9.76568685123453e-48,-99.99814831565713,3.855045833626997e-52,-99.99605245806839,8.297091025146861e-53,-78.47732197430038
265,8.940772174217596e-53,-100.0,,,0.6698548728133399,-99.99993301451272,2.112065827808792e-07,-99.99996846979975,4.499848831609662e-15,-99.99999786945615,5.494799652263863e-19,-99.9877889238997,6.442089348151657e-25,-99.99988276025049,1.6008479237098366e-29,-99.99751501750876,5.483762409502542e-34,-99.99657446386487,1.4702405487496971e-37,-99.97318920042557,6.679625078582329e-43,-99.99954567808076,1.1497868663945724e-47,-99.99827866556451,4.145021111011721e-52,-99.99639496568264,8.940772174217596e-53,-78.43009255015514
266,1.3464781886705435e-52,-100.0,,,0.6001794386053632,-99.99993998205613,2.0506377549724926e-07,-99.99996583292223,4.398044723461147e-15,-99.99999785527956,5.014423814086138e-19,-99.98859851563734,7.300632875420623e-25,-99.99985440734278,2.0962580146435157e-29,-99.99712866260992,6.905141851044312e-34,-99.9967059675847,1.859429544852172e-37,-99.9730718124991,9.755068678787995e-43,-99.99947537304085,1.7471640078879708e-47,-99.99820896800891,6.0615705096452224e-52,-99.99653062306557,1.3464781886705435e-52,-77.78664478903585
267,2.252586979519043e-52,-100.0,,,0.6596767969372581,-99.9999340323203,1.999615474109746e-07,-99.99996968795199,4.646986485461482e-15,-99.99999767605995,6.249159876101085e-19,-99.98655223143935,8.74237116245866e-25,-99.99986010325651,2.846864142839756e-29,-99.99674360183303,8.821637774823917e-34,-99.99690127897497,2.67722128719586e-37,-99.96965165249885,1.4745597742059043e-42,-99.99944922006215,2.9266553607436777e-47,-99.9980152345046,1.0148160031153002e-51,-99.99653250595635,2.252586979519043e-52,-77.80300101098119
268,3.03626214724198e-52,-100.0,,,0.6254316993326757,-99.99993745683007,2.639756154022407e-07,-99.99995779305468,5.9345393395228824e-15,-99.99999775186077,7.9696647821069215e-19,-99.98657071033462,1.1594338429181242e-24,-99.99985451912036,3.2265535461852217e-29,-99.99721713009681,1.042761637324853e-33,-99.99676818740988,3.10839806943986e-37,-99.97019071321597,1.5460841050058968e-42,-99.99950261064687,3.6561145919961926e-47,-99.99763524210607,1.337217474010922e-51,-99.9963425176089,3.03626214724198e-52,-77.29417834980235
269,6.989879342122613e-52,-100.0,,,0.7683523081774233,-99.99992316476917,3.8592706220318997e-07,-99.99994977212171,9.72793656937443e-15,-99.99999747933288,1.3405893523174206e-18,-99.98621918078149,1.897335373934123e-24,-99.99985847005493,5.311938129238023e-29,-99.9972003167167,1.9768890601807045e-33,-99.99627840345259,5.343527291049912e-37,-99.97297001941747,2.496468274867984e-42,-99.99953280517926,6.748765340301604e-47,-99.9972966749034,3.0173739223585276e-51,-99.99552899860906,6.989879342122613e-52,-76.83456037606709
270,1.8084397840605212e-51,-100.0,,,0.9200562781927832,-99.99990799437218,5.735589428289305e-07,-99.99993766045007,1.5820233250012363e-14,-99.99999724174238,2.3816061816552984e-18,-99.98494582131617,3.1467552664488425e-24,-99.99986787256051,1.191175993153656e-28,-99.99621458965731,4.539644805401902e-33,-99.99618893863585,1.1737220689309973e-36,-99.97414506818828,5.990068329244271e-42,-99.99948965189564,1.5358523837953014e-46,-99.99743600189618,7.98726188379323e-51,-99.9947994599168,1.8084397840605212e-51,-77.35845136454103
271,1.6108908739519877e-51,-100.0,,,0.9907149653287037,-99.99990092850346,5.926228584531708e-07,-99.99994018230478,1.6166217507873707e-14,-99.99999727209013,2.394179873227588e-18,-99.98519022849926,2.959929084527406e-24,-99.99987636981174,1.2099891848790952e-28,-99.99591210076213,4.479758718240471e-33,-99.99629768697586,1.109098925533195e-36,-99.97524199414988,5.1815255079787786e-42,-99.99953281665064,1.4413828576094172e-46,-99.9972182268419,7.093568638382145e-51,-99.99507863674046,1.6108908739519877e-51,-77.2908255904409
272,2.211919662744331e-51,-100.0,,,1.0949896795764817,-99.99989050103204,7.036611428274574e-07,-99.99993573810274,1.5971348321881854e-14,-99.99999773025007,2.3920325493863277e-18,-99.98502297676328,3.4108965987690334e-24,-99.99985740592871,1.557205165704566e-28,-99.99543461632268,5.443078392425178e-33,-99.99650458493697,1.3773530773996349e-36,-99.97469532903813,6.760793033596246e-42,-99.99950914597393,1.896869309834837e-46,-99.99719430945392,9.740114758614518e-51,-99.9948651629777,2.211919662744331e-51,-77.2906201049836
273,4.007128095893907e-51,-100.0,,,1.1787781592878002,-99.99988212218408,7.76980519893223e-07,-99.99993408594197,1.9629008283958917e-14,-99.99999747368076,2.632160050072269e-18,-99.98659045830541,3.4051121042074144e-24,-99.99987063430645,1.6667987425378193e-28,-99.9951050106677,6.1545049089943293e-33,-99.9963075896616,1.5588584554508883e-36,-99.97467126148241,8.88702133879674e-42,-99.99942990197039,2.6096560736373555e-46,-99.9970635199645,1.6888406419098608e-50,-99.99352849343263,4.007128095893907e-51,-76.2729058239482
274,1.1334121505895348e-50,-100.0,,,1.127528451799166,-99.99988724715482,7.936407621192399e-07,-99.99992961235161,2.3412205549030285e-14,-99.99999705002482,3.6784914028480036e-18,-99.9842881466458,4.3986185319125926e-24,-99.99988042330264,2.363451040227886e-28,-99.99462683334987,1.0825570145154415e-32,-99.9954195919607,3.1849906088285175e-36,-99.97057900354326,2.0660194295828443e-41,-99.99935132636692,6.518732275452429e-46,-99.99684478655809,4.903586093340869e-50,-99.99247769982547,1.1334121505895348e-50,-76.88605585759527
275,2.6310330931591557e-50,-100.0,,,1.242024049119116,-99.99987579759508,8.454816171437462e-07,-99.99993192711383,2.637971316559345e-14,-99.99999687991877,4.799401165329328e-18,-99.98180646948205,6.58686810964359e-24,-99.99986275645892,3.5463532162081337e-28,-99.99461602516222,2.1247483119955924e-32,-99.9940086387834,5.738299940652463e-36,-99.9729930368305,3.838634261630739e-41,-99.99933105025856,1.2336769384191973e-45,-99.99678615660066,1.1164914962487259e-49,-99.99094988759634,2.6310330931591557e-50,-76.43481296544485
276,3.029945309287252e-50,-100.0,,,1.0581447491040257,-99.99989418552508,7.948811145397352e-07,-99.99992487973736,2.7726588782279973e-14,-99.99999651185715,5.225220297929062e-18,-99.9811544783278,7.429367396986457e-24,-99.99985781714506,3.6559258186207375e-28,-99.99507908867167,1.7753192174212176e-32,-99.99514399551441,4.565420769741313e-36,-99.97428394440313,3.780370717115128e-41,-99.9991719556843,1.1471644130169415e-45,-99.99696547111682,1.2892713605976124e-49,-99.98876123294997,3.029945309287252e-50,-76.49877751195226
277,5.336139242091578e-50,-100.0,,,1.1357249887888667,-99.99988642750111,9.512930831632768e-07,-99.99991623913425,3.570005965940822e-14,-99.99999624720705,6.977695418306954e-18,-99.98045466734544,1.0227330823475047e-23,-99.99985342824228,5.9250831879295155e-28,-99.99420661823677,3.186748576363265e-32,-99.99462159690373,7.57890713201003e-36,-99.97621742992771,7.069520904068511e-41,-99.99906721103967,2.3460020519883782e-45,-99.99668152611213,2.3142667602059194e-49,-99.9901352739302,5.336139242091578e-50,-76.94241937080417
278,7.395045360304943e-50,-100.0,,,0.9123512327114834,-99.99990876487674,8.580090816290698e-07,-99.9999059562753,3.0390839728673795e-14,-99.99999645798158,7.634876861790931e-18,-99.97487770351213,1.2026921526531003e-23,-99.99984247392926,8.74574386604744e-28,-99.9927281941212,5.131238114907217e-32,-99.99413287400878,1.2561576771045707e-35,-99.97551940391432,1.0390906282752154e-40,-99.99917280239,3.6545934427121403e-45,-99.9964828924992,3.214331803325721e-49,-99.9912046802094,7.395045360304943e-50,-76.99352209795632
279,1.0413806824383217e-49,-100.0,,,0.8855167701846574,-99.99991144832299,9.183395382770137e-07,-99.99989629337702,3.552781157437437e-14,-99.99999613129893,1.0258309121875399e-17,-99.97112597520847,1.6960601458431392e-23,-99.99983466474585,1.1519457352012024e-27,-99.99320810799061,6.612417825639156e-32,-99.99425978357871,1.708142921095388e-35,-99.97416764992568,1.4953061313346766e-40,-99.99912460127729,5.577988888760043e-45,-99.99626966761396,4.621826519498401e-49,-99.99171417044445,1.0413806824383217e-49,-77.4682005470136
280,1.3751523328193708e-49,-100.0,,,0.8854455783279505,-99.99991145544217,1.0838686901406666e-06,-99.99987759059205,3.9976948729395634e-14,-99.99999631164282,1.1086852901378846e-17,-99.97226688565847,1.8396067857047416e-23,-99.9998340731313,1.446449406865583e-27,-99.99213718160802,8.782622176387947e-32,-99.99392815114396,2.248161978942708e-35,-99.97440215537237,2.0100694530541697e-40,-99.99910590541434,8.035915153073665e-45,-99.99600217040219,6.442815285709169e-49,-99.99198247472381,1.3751523328193708e-49,-78.65603355307111
281,1.9583774548418402e-49,-100.0,,,1.0589118069752135,-99.9998941088193,1.2920372467682348e-06,-99.99987798443286,4.512538434829261e-14,-99.99999650742389,1.2785907130937324e-17,-99.97166582109915,2.017746824987977e-23,-99.9998421897794,1.7253304860978124e-27,-99.99144922214853,1.0224770801287995e-31,-99.99407373202777,2.8605485529392893e-35,-99.97202334792112,2.407200568778511e-40,-99.99915848288389,9.525920651668864e-45,-99.99604273911564,9.16654815490233e-49,-99.99037725749554,1.9583774548418402e-49,-78.635606100051
282,2.1945807322121164e-49,-100.0,,,1.022461194726732,-99.99989775388053,1.0751971741171965e-06,-99.99989484225125,3.9797589868709756e-14,-99.99999629857751,1.2962057904635157e-17,-99.96743004300663,2.1733165003879385e-23,-99.99983233244933,1.859714052775622e-27,-99.99144296722339,1.0163885878881595e-31,-99.99453470501892,3.174584392524132e-35,-99.96876603662857,2.5246026432105928e-40,-99.99920474546238,9.917825078955697e-45,-99.99607153026413,1.0238594140489516e-48,-99.98967657318114,2.1945807322121164e-49,-78.56560478812776
283,2.531295358076471e-49,-100.0,,,0.9381311186372232,-99.99990618688813,1.0297891396627105e-06,-99.99989022972171,3.652323442973254e-14,-99.99999645332885,1.432067858227237e-17,-99.96079022352245,2.528833403482878e-23,-99.99982341385648,2.534748155678233e-27,-99.98997661074792,1.5096856692142697e-31,-99.99404404076266,3.898059667957054e-35,-99.97417966039258,3.071364318542164e-40,-99.99921207868012,1.2382927042891099e-44,-99.99596826499283,1.1809502125231031e-48,-99.99046307703799,2.531295358076471e-49,-78.56560478812776
284,3.3852284404778443e-49,-100.0,,,0.9837117149871448,-99.9999016288285,1.105893025442698e-06,-99.9998875795613,4.087467101110281e-14,-99.9999963039218,1.545842469076136e-17,-99.96218091960529,3.0148423903269536e-23,-99.99980497091711,3.182088488941179e-27,-99.9894452575725,1.8773839068058006e-31,-99.99410015179235,4.996228756225876e-35,-99.97338728249393,4.179874305152115e-40,-99.99916339413004,1.8306922662066126e-44,-99.99562022172785,1.5874270870005095e-48,-99.99132881524491,3.3852284404778443e-49,-78.67474690208081
285,7.776939393287753e-49,-100.0,,,0.9152079123401792,-99.99990847920877,1.023552575211856e-06,-99.9998881617432,4.578615169663765e-14,-99.99999552674159,1.6062369923455086e-17,-99.96491871596923,3.4722498139512977e-23,-99.99978382705476,4.511839215799036e-27,-99.9870060063142,2.9616033060562203e-31,-99.99343592897618,7.919035924947063e-35,-99.97326098364101,7.138394983499978e-40,-99.99909857777499,3.672776336571497e-44,-99.9948548989723,3.646821614532953e-48,-99.99007066785359,7.776939393287753e-49,-78.67474690208081
286,1.3835404336412588e-48,-100.0,,,1.076701404419021,-99.99989232985956,1.245116820730032e-06,-99.99988435820593,5.520557363055655e-14,-99.99999556623341,2.4976558793068657e-17,-99.95475717912069,5.0585445004964283e-23,-99.9997974683165,6.489904216964365e-27,-99.98717041193107,4.307728581137565e-31,-99.9933624157813,1.211417076754161e-34,-99.97187805466531,1.1706025309653404e-39,-99.99903369157211,6.035913211120155e-44,-99.99484375520173,5.754501070751793e-48,-99.99046622960027,1.3835404336412588e-48,-75.95724778515842
287,2.0705940954430472e-48,-100.0,,,1.1130464874615553,-99.99988869535126,1.2388149964339192e-06,-99.99988870051607,5.855548527334793e-14,-99.99999527326635,2.1771595765347408e-17,-99.96281886203536,4.2854774109009064e-23,-99.99980316199799,6.097612365813241e-27,-99.98577145138998,4.349929148869657e-31,-99.99286617631967,1.5127396236306993e-34,-99.96522381004702,1.4808744321549545e-39,-99.99902106455795,8.366580425945099e-44,-99.99435024317776,8.855480009895416e-48,-99.98941565184452,2.0705940954430472e-48,-76.61793496084577
288,2.8216269435170494e-48,-100.0,,,1.1445995538609623,-99.9998855400446,1.1181503054192368e-06,-99.9999023107862,5.44279841232924e-14,-99.99999513231953,2.0527971571964645e-17,-99.96228415969722,4.8618680818614223e-23,-99.99976315886522,6.370055444162805e-27,-99.9868979261944,4.785126229777716e-31,-99.99248809328,1.572359273016966e-34,-99.96714069394382,1.7719971549742797e-39,-99.9988730329096,1.2355952321129642e-43,-99.99302710374764,1.2123762654487128e-47,-99.99018791725689,2.8216269435170494e-48,-76.72647490774874
289,3.513613241776795e-48,-100.0,,,1.3660164768259673,-99.99986339835232,1.446394991188977e-06,-99.9998941158459,7.823038802479133e-14,-99.99999459135378,3.454904084341107e-17,-99.95583680240412,7.74924603609454e-23,-99.99977570300516,7.93717737172528e-27,-99.98975748436074,6.252102305286642e-31,-99.99212301550983,1.777663047484795e-34,-99.9715669552307,2.0259903226399364e-39,-99.99886030689252,1.6539809780139217e-43,-99.99183618520024,1.4449964732825029e-47,-99.9912635242334,3.513613241776795e-48,-75.68427808134956
290,3.715160396035233e-48,-100.0,,,1.4289730430120775,-99.9998571026957,1.50167199249181e-06,-99.99989491250378,7.905124809747517e-14,-99.99999473578461,4.285465437234166e-17,-99.94578876943284,9.193138484594383e-23,-99.99978548097938,1.0378313633597697e-26,-99.98871080463871,7.714612516321774e-31,-99.99256660302561,2.1221157899580367e-34,-99.97249225692842,2.638190395121355e-39,-99.99875681128823,1.7996086699865334e-43,-99.99317862473718,1.5273718658345439e-47,-99.99151275557121,3.715160396035233e-48,-75.67612394113794
291,5.061104556416927e-48,-100.0,,,1.3504794188009912,-99.99986495205812,1.3770185174509682e-06,-99.99989803483872,8.725187177958364e-14,-99.99999366371107,4.350048227659588e-17,-99.95014378329157,9.69903524043023e-23,-99.9997770361446,1.3089501476330725e-26,-99.98650432630478,9.465721868782134e-31,-99.99276846266002,2.598313947557679e-34,-99.9725502821277,3.340943865922557e-39,-99.99871418776432,2.376927161111088e-43,-99.99288546214333,2.1283778170045327e-47,-99.99104567505547,5.061104556416927e-48,-76.22083581222483
292,7.034496124512417e-48,-100.0,,,1.5043231473450032,-99.99984956768526,1.5679024000936154e-06,-99.99989577356415,1.003006467541382e-13,-99.99999360287688,4.859523030052162e-17,-99.9515504317538,1.1013234891813563e-22,-99.99977336798645,1.6365578670348506e-26,-99.98514008024789,1.0981005426127524e-30,-99.99329018200498,3.853855850925808e-34,-99.96490434435306,4.995866506510022e-39,-99.9987036706354,3.639592816781127e-43,-99.99271479169421,2.9559206815569566e-47,-99.99187843027954,7.034496124512417e-48,-76.20201323938377
293,8.725124538064312e-48,-100.0,,,1.4763027352882647,-99.99985236972647,1.6166637449449083e-06,-99.99989049239656,1.212117479301043e-13,-99.99999250235255,5.988781669117509e-17,-99.95059239907529,1.3371763878754238e-22,-99.99977671979681,1.7237938754700685e-26,-99.98710870240382,1.0716545918042869e-30,-99.99378316278383,4.555247969039911e-34,-99.9574933191732,5.189302671332389e-39,-99.99886080786236,3.637357328087736e-43,-99.99299066260254,3.672620268513051e-47,-99.98990305340595,8.725124538064312e-48,-76.2427806303076
294,1.3543460586519355e-47,-100.0,,,1.295662695579847,-99.99987043373044,1.5999488365345428e-06,-99.99987651501876,1.325824448513142e-13,-99.99999171333222,6.75296277196962e-17,-99.94906593569351,1.6283047218919413e-22,-99.99975887550741,2.2042048593933845e-26,-99.98646319187215,1.4718914852275318e-30,-99.9933223471541,6.961256092770587e-34,-99.95270537153971,7.619971641808906e-39,-99.99890537403878,5.475834367125935e-43,-99.9928138389163,5.692370776768204e-47,-99.98960455997182,1.3543460586519355e-47,-76.20769778069773
295,2.584183037312483e-47,-100.0,,,1.1329406798668693,-99.99988670593201,1.5856216510235526e-06,-99.99986004371816,1.1906973464752937e-13,-99.99999249065912,6.730457239489485e-17,-99.94347465995945,1.9837562828751002e-22,-99.9997052568329,2.820516754228037e-26,-99.9857819391496,2.6523862887604783e-30,-99.99059609809166,1.122568222337455e-33,-99.95767704624721,1.1432244738914961e-38,-99.99898159911251,8.677630728064312e-43,-99.99240951280677,1.0639483380549162e-46,-99.9877391839847,2.584183037312483e-47,-75.7113861182694
