short_period,long_period,final_balance,total_return,trades_count,profitable_years,losing_years,yearly_returns
5,46,147484226.75544205,14648.422675544205,114,8,3,"Y2015=64.64,Y2016=26.72,Y2017=375.24,Y2018=-28.54,Y2019=-31.39,Y2020=284.88,Y2021=160.11,Y2022=-35.83,Y2023=101.88,Y2024=141.49,Y2025=1.17"
5,47,85901831.72526321,8490.18317252632,112,7,4,"Y2015=68.33,Y2016=29.32,Y2017=335.55,Y2018=-40.40,Y2019=-32.61,Y2020=311.64,Y2021=192.00,Y2022=-35.83,Y2023=115.32,Y2024=46.06,Y2025=-2.87"
5,48,131805180.31943001,13080.518031943,110,7,4,"Y2015=68.29,Y2016=29.32,Y2017=352.23,Y2018=-38.44,Y2019=-23.87,Y2020=294.54,Y2021=192.00,Y2022=-42.72,Y2023=112.52,Y2024=119.10,Y2025=-2.87"
5,49,110019902.998734,10901.9902998734,102,7,4,"Y2015=68.29,Y2016=29.13,Y2017=352.23,Y2018=-36.35,Y2019=-21.51,Y2020=289.00,Y2021=144.32,Y2022=-46.76,Y2023=117.26,Y2024=119.19,Y2025=-2.87"
5,50,86208581.80544141,8520.85818054414,104,8,3,"Y2015=64.33,Y2016=29.13,Y2017=347.02,Y2018=-40.75,Y2019=-27.47,Y2020=168.99,Y2021=178.32,Y2022=-40.57,Y2023=117.26,Y2024=125.85,Y2025=1.17"
5,51,321622000.5231995,32062.200052319953,108,8,2,"Y2015=65.04,Y2016=129.44,Y2017=274.22,Y2018=-47.96,Y2019=106.09,Y2020=176.87,Y2021=170.63,Y2022=-39.06,Y2023=114.32,Y2024=125.85,Y2025=0.00"
5,52,229223732.11652637,22822.373211652637,110,8,2,"Y2015=62.06,Y2016=26.74,Y2017=379.90,Y2018=-47.11,Y2019=114.83,Y2020=187.13,Y2021=179.98,Y2022=-43.82,Y2023=105.38,Y2024=130.44,Y2025=0.00"
5,53,257007666.26122677,25600.766626122673,108,8,3,"Y2015=63.26,Y2016=28.82,Y2017=383.26,Y2018=-42.39,Y2019=113.78,Y2020=181.18,Y2021=179.98,Y2022=-42.42,Y2023=100.27,Y2024=142.34,Y2025=-2.52"
5,54,220208045.29534805,21920.804529534806,112,8,3,"Y2015=58.17,Y2016=19.78,Y2017=407.85,Y2018=-39.99,Y2019=112.55,Y2020=169.68,Y2021=150.99,Y2022=-41.48,Y2023=100.27,Y2024=142.34,Y2025=-2.52"
5,55,158034050.94243127,15703.405094243126,110,7,4,"Y2015=58.17,Y2016=-21.72,Y2017=423.66,Y2018=-37.37,Y2019=121.27,Y2020=187.29,Y2021=150.99,Y2022=-47.10,Y2023=103.85,Y2024=142.34,Y2025=-2.52"
5,56,237119721.60444933,23611.972160444933,114,7,4,"Y2015=47.60,Y2016=-25.29,Y2017=785.04,Y2018=-39.85,Y2019=142.01,Y2020=185.56,Y2021=150.99,Y2022=-45.44,Y2023=115.78,Y2024=111.93,Y2025=-2.52"
5,57,287604208.4597872,28660.42084597872,114,7,4,"Y2015=51.77,Y2016=-23.47,Y2017=782.73,Y2018=-39.17,Y2019=142.01,Y2020=251.33,Y2021=146.69,Y2022=-50.85,Y2023=113.43,Y2024=115.50,Y2025=-2.75"
5,58,221281968.79338253,22028.196879338255,110,7,4,"Y2015=46.86,Y2016=-21.93,Y2017=781.00,Y2018=-40.59,Y2019=142.01,Y2020=184.55,Y2021=166.39,Y2022=-47.08,Y2023=97.24,Y2024=122.26,Y2025=-2.75"
5,59,430124763.5948871,42912.47635948871,110,8,3,"Y2015=58.64,Y2016=14.89,Y2017=745.66,Y2018=-40.59,Y2019=142.01,Y2020=243.63,Y2021=166.39,Y2022=-45.05,Y2023=97.24,Y2024=122.26,Y2025=-2.75"
5,60,529778673.47284293,52877.86734728429,114,8,3,"Y2015=54.07,Y2016=97.60,Y2017=674.54,Y2018=-39.17,Y2019=143.53,Y2020=232.74,Y2021=166.39,Y2022=-47.33,Y2023=100.41,Y2024=124.64,Y2025=-2.75"
5,61,610932965.6940082,60993.29656940082,106,8,3,"Y2015=63.70,Y2016=95.46,Y2017=674.54,Y2018=-39.17,Y2019=143.53,Y2020=259.57,Y2021=154.61,Y2022=-44.08,Y2023=97.66,Y2024=127.95,Y2025=-2.75"
5,62,316284297.4903738,31528.42974903738,106,8,2,"Y2015=55.53,Y2016=95.46,Y2017=617.83,Y2018=-39.17,Y2019=143.53,Y2020=254.98,Y2021=150.87,Y2022=-42.33,Y2023=97.66,Y2024=29.92,Y2025=0.00"
5,63,110111499.10923432,10911.149910923432,114,7,3,"Y2015=-13.84,Y2016=6.06,Y2017=855.46,Y2018=-41.41,Y2019=124.37,Y2020=254.98,Y2021=153.61,Y2022=-44.67,Y2023=97.66,Y2024=31.35,Y2025=0.00"
5,64,114450625.97923169,11345.062597923168,110,7,3,"Y2015=-13.84,Y2016=14.13,Y2017=843.78,Y2018=-41.41,Y2019=107.69,Y2020=249.80,Y2021=165.38,Y2022=-44.67,Y2023=97.66,Y2024=34.56,Y2025=0.00"
5,65,76120980.16178684,7512.098016178685,108,7,3,"Y2015=-13.22,Y2016=16.19,Y2017=843.78,Y2018=-43.61,Y2019=107.69,Y2020=236.06,Y2021=162.00,Y2022=-39.03,Y2023=24.92,Y2024=37.29,Y2025=0.00"
5,66,80298674.32459487,7929.867432459487,104,7,3,"Y2015=-12.50,Y2016=21.86,Y2017=787.78,Y2018=-41.54,Y2019=105.62,Y2020=239.20,Y2021=154.94,Y2022=-36.58,Y2023=24.92,Y2024=38.84,Y2025=0.00"
5,67,29166793.505102377,2816.679350510238,108,7,3,"Y2015=-12.54,Y2016=105.85,Y2017=61.50,Y2018=-29.53,Y2019=100.28,Y2020=236.42,Y2021=164.64,Y2022=-33.72,Y2023=16.93,Y2024=38.84,Y2025=0.00"
5,68,18282199.26757361,1728.219926757361,100,6,4,"Y2015=-14.12,Y2016=111.73,Y2017=40.28,Y2018=-29.53,Y2019=98.26,Y2020=218.06,Y2021=147.17,Y2022=-35.33,Y2023=-2.03,Y2024=38.84,Y2025=0.00"
5,69,23680647.55186927,2268.064755186927,98,7,3,"Y2015=48.78,Y2016=82.94,Y2017=40.28,Y2018=-37.97,Y2019=115.20,Y2020=187.43,Y2021=129.33,Y2022=-30.14,Y2023=-2.03,Y2024=38.84,Y2025=0.00"
5,70,42455163.27838617,4145.516327838616,100,8,3,"Y2015=56.37,Y2016=68.87,Y2017=40.28,Y2018=-32.90,Y2019=128.51,Y2020=187.43,Y2021=125.80,Y2022=-35.61,Y2023=-2.03,Y2024=139.93,Y2025=2.57"
5,71,64807571.670425855,6380.757167042586,98,8,3,"Y2015=61.07,Y2016=72.64,Y2017=74.62,Y2018=-32.90,Y2019=123.72,Y2020=185.30,Y2021=144.86,Y2022=-30.99,Y2023=-2.03,Y2024=139.93,Y2025=2.57"
5,72,185907523.5400567,18490.75235400567,98,8,3,"Y2015=61.07,Y2016=72.64,Y2017=857.24,Y2018=-57.95,Y2019=138.23,Y2020=176.80,Y2021=111.19,Y2022=-32.36,Y2023=-4.58,Y2024=135.69,Y2025=2.51"
5,73,20150517.79024236,1915.0517790242357,100,7,3,"Y2015=61.07,Y2016=64.31,Y2017=896.28,Y2018=-57.95,Y2019=153.30,Y2020=16.70,Y2021=4.20,Y2022=-32.36,Y2023=-7.17,Y2024=35.26,Y2025=0.00"
5,74,13646602.466677703,1264.6602466677703,100,7,3,"Y2015=53.38,Y2016=17.33,Y2017=906.50,Y2018=-60.25,Y2019=153.30,Y2020=10.68,Y2021=4.20,Y2022=-32.36,Y2023=-0.85,Y2024=36.50,Y2025=0.00"
5,75,13109844.118640603,1210.9844118640603,98,7,3,"Y2015=59.21,Y2016=12.36,Y2017=901.54,Y2018=-57.95,Y2019=153.30,Y2020=2.76,Y2021=4.20,Y2022=-32.36,Y2023=-0.85,Y2024=34.98,Y2025=0.00"
5,76,12019680.64011449,1101.968064011449,102,7,3,"Y2015=60.69,Y2016=12.36,Y2017=846.16,Y2018=-59.56,Y2019=153.30,Y2020=2.76,Y2021=4.20,Y2022=-32.36,Y2023=-0.85,Y2024=34.94,Y2025=0.00"
5,77,4299390.183788217,329.93901837882163,96,7,3,"Y2015=60.69,Y2016=2.06,Y2017=100.34,Y2018=-35.46,Y2019=153.30,Y2020=4.03,Y2021=23.53,Y2022=-33.23,Y2023=-0.85,Y2024=32.75,Y2025=0.00"
5,78,2312807.803380487,131.2807803380487,98,6,4,"Y2015=-11.80,Y2016=11.29,Y2017=99.95,Y2018=-35.46,Y2019=155.88,Y2020=4.89,Y2021=23.53,Y2022=-35.70,Y2023=-0.85,Y2024=32.75,Y2025=0.00"
5,79,6388465.224635269,538.8465224635269,98,6,4,"Y2015=-15.06,Y2016=12.64,Y2017=970.16,Y2018=-57.95,Y2019=155.88,Y2020=3.35,Y2021=23.53,Y2022=-37.19,Y2023=-16.29,Y2024=32.75,Y2025=0.00"
5,80,8929605.759810735,792.9605759810734,100,6,4,"Y2015=-14.44,Y2016=92.36,Y2017=769.32,Y2018=-59.21,Y2019=155.37,Y2020=3.35,Y2021=27.62,Y2022=-37.19,Y2023=-16.29,Y2024=32.75,Y2025=0.00"
6,12,30635287.23022025,2963.528723022025,352,8,3,"Y2015=50.68,Y2016=67.35,Y2017=529.58,Y2018=-19.98,Y2019=43.91,Y2020=75.12,Y2021=64.11,Y2022=-47.42,Y2023=35.63,Y2024=1.43,Y2025=-2.61"
6,13,38203887.40193673,3720.388740193673,330,8,3,"Y2015=38.32,Y2016=58.68,Y2017=475.20,Y2018=15.31,Y2019=129.82,Y2020=66.83,Y2021=67.98,Y2022=-41.79,Y2023=-1.46,Y2024=-14.14,Y2025=2.81"
6,14,60879001.99356771,5987.900199356771,308,10,1,"Y2015=42.30,Y2016=44.58,Y2017=554.95,Y2018=8.08,Y2019=87.43,Y2020=74.33,Y2021=63.31,Y2022=-35.46,Y2023=5.70,Y2024=33.86,Y2025=3.93"
6,15,57256179.73111161,5625.617973111161,290,9,2,"Y2015=42.13,Y2016=56.23,Y2017=605.64,Y2018=-11.71,Y2019=84.58,Y2020=108.76,Y2021=51.45,Y2022=-36.58,Y2023=6.14,Y2024=26.10,Y2025=3.93"
6,16,189426992.0213803,18842.69920213803,274,10,1,"Y2015=36.19,Y2016=94.58,Y2017=944.89,Y2018=7.06,Y2019=62.36,Y2020=40.10,Y2021=102.14,Y2022=-38.66,Y2023=90.83,Y2024=38.86,Y2025=2.03"
6,17,184987362.61311543,18398.736261311544,254,9,2,"Y2015=36.54,Y2016=58.56,Y2017=991.74,Y2018=-1.47,Y2019=70.63,Y2020=59.33,Y2021=106.54,Y2022=-38.71,Y2023=103.82,Y2024=38.66,Y2025=2.03"
6,18,161549162.7422469,16054.91627422469,244,10,1,"Y2015=37.24,Y2016=7.66,Y2017=1123.81,Y2018=6.07,Y2019=80.96,Y2020=71.79,Y2021=94.71,Y2022=-32.13,Y2023=98.95,Y2024=41.45,Y2025=2.03"
6,19,71045351.26470123,7004.535126470124,224,10,1,"Y2015=53.04,Y2016=0.46,Y2017=1169.41,Y2018=14.58,Y2019=26.13,Y2020=4.95,Y2021=82.43,Y2022=-34.04,Y2023=94.72,Y2024=31.13,Y2025=5.74"
6,20,75912197.12727816,7491.219712727816,210,9,2,"Y2015=53.04,Y2016=-17.03,Y2017=1009.27,Y2018=10.70,Y2019=2.81,Y2020=83.30,Y2021=80.80,Y2022=-35.34,Y2023=107.14,Y2024=36.62,Y2025=0.02"
6,21,109150638.03207153,10815.063803207153,210,7,4,"Y2015=58.88,Y2016=-8.71,Y2017=978.05,Y2018=-0.51,Y2019=7.60,Y2020=80.98,Y2021=68.32,Y2022=-38.63,Y2023=123.70,Y2024=78.73,Y2025=-1.95"
6,22,42053225.84770577,4105.322584770577,206,7,4,"Y2015=52.01,Y2016=33.86,Y2017=508.00,Y2018=-0.51,Y2019=-9.44,Y2020=114.82,Y2021=36.86,Y2022=-41.94,Y2023=35.28,Y2024=78.73,Y2025=-1.95"
6,23,13617902.660837827,1261.7902660837829,196,7,4,"Y2015=46.00,Y2016=37.99,Y2017=215.26,Y2018=-17.07,Y2019=-10.96,Y2020=118.87,Y2021=38.34,Y2022=-48.62,Y2023=32.68,Y2024=70.00,Y2025=-1.95"
6,24,17234883.433671553,1623.4883433671553,192,8,3,"Y2015=21.48,Y2016=43.17,Y2017=197.73,Y2018=-8.61,Y2019=25.09,Y2020=118.87,Y2021=44.50,Y2022=-50.11,Y2023=32.68,Y2024=68.03,Y2025=-1.95"
6,25,25062127.914178874,2406.2127914178873,186,9,2,"Y2015=22.17,Y2016=43.17,Y2017=188.33,Y2018=1.21,Y2019=95.19,Y2020=170.87,Y2021=74.24,Y2022=-41.71,Y2023=33.32,Y2024=10.61,Y2025=-1.95"
6,26,21426635.579864178,2042.6635579864178,204,8,3,"Y2015=18.34,Y2016=36.17,Y2017=173.67,Y2018=-13.65,Y2019=96.59,Y2020=246.68,Y2021=43.87,Y2022=-45.73,Y2023=35.47,Y2024=14.35,Y2025=-1.95"
6,27,60692675.1718274,5969.2675171827395,200,8,3,"Y2015=15.59,Y2016=27.50,Y2017=232.71,Y2018=-15.36,Y2019=103.48,Y2020=246.68,Y2021=107.25,Y2022=-46.66,Y2023=37.06,Y2024=98.02,Y2025=-4.13"
6,28,39239173.59696299,3823.9173596962983,192,8,3,"Y2015=12.25,Y2016=29.08,Y2017=202.10,Y2018=-13.40,Y2019=103.34,Y2020=260.66,Y2021=132.05,Y2022=-48.05,Y2023=35.71,Y2024=22.42,Y2025=-3.59"
6,29,17111930.837107085,1611.1930837107086,190,8,3,"Y2015=14.51,Y2016=25.45,Y2017=136.88,Y2018=-17.95,Y2019=102.80,Y2020=146.06,Y2021=101.06,Y2022=-43.52,Y2023=34.43,Y2024=22.42,Y2025=-4.55"
6,30,25006391.512963552,2400.6391512963555,196,8,3,"Y2015=10.72,Y2016=25.01,Y2017=168.29,Y2018=-21.18,Y2019=95.31,Y2020=329.13,Y2021=111.30,Y2022=-47.02,Y2023=21.83,Y2024=22.42,Y2025=-4.55"
6,31,32729396.31188771,3172.9396311887713,182,8,3,"Y2015=10.52,Y2016=36.97,Y2017=168.29,Y2018=-23.07,Y2019=116.40,Y2020=310.44,Y2021=124.93,Y2022=-39.17,Y2023=15.03,Y2024=22.16,Y2025=-4.11"
6,32,18535555.27399062,1753.5555273990622,178,8,3,"Y2015=15.12,Y2016=90.36,Y2017=168.21,Y2018=-24.66,Y2019=116.40,Y2020=71.23,Y2021=103.38,Y2022=-37.30,Y2023=21.22,Y2024=21.66,Y2025=-4.11"
6,33,112699455.93531513,11169.945593531513,162,8,3,"Y2015=18.60,Y2016=100.88,Y2017=534.87,Y2018=-19.43,Y2019=123.91,Y2020=60.99,Y2021=107.81,Y2022=-33.13,Y2023=34.37,Y2024=125.67,Y2025=-4.11"
6,34,180823430.22307208,17982.343022307206,146,8,3,"Y2015=20.68,Y2016=102.85,Y2017=567.07,Y2018=-18.88,Y2019=123.63,Y2020=67.27,Y2021=174.92,Y2022=-36.46,Y2023=40.05,Y2024=143.62,Y2025=-4.11"
6,35,178274136.51306584,17727.413651306586,146,8,3,"Y2015=38.01,Y2016=96.46,Y2017=569.52,Y2018=-28.97,Y2019=116.28,Y2020=68.97,Y2021=174.20,Y2022=-36.40,Y2023=34.33,Y2024=145.97,Y2025=-5.80"
6,36,567034811.1987836,56603.48111987836,152,8,3,"Y2015=37.27,Y2016=96.46,Y2017=569.52,Y2018=-25.90,Y2019=98.59,Y2020=348.46,Y2021=204.83,Y2022=-38.26,Y2023=26.38,Y2024=146.32,Y2025=-5.80"
6,37,374480326.65409344,37348.032665409344,148,8,3,"Y2015=36.28,Y2016=20.34,Y2017=708.56,Y2018=-34.97,Y2019=98.59,Y2020=338.66,Y2021=220.28,Y2022=-32.45,Y2023=26.38,Y2024=137.65,Y2025=-4.11"
6,38,199415362.6984113,19841.53626984113,138,7,4,"Y2015=36.69,Y2016=24.31,Y2017=977.28,Y2018=-37.08,Y2019=-34.06,Y2020=338.66,Y2021=205.80,Y2022=-29.64,Y2023=26.38,Y2024=137.65,Y2025=-4.11"
6,39,118066486.37374309,11706.648637374308,138,7,4,"Y2015=26.66,Y2016=24.31,Y2017=977.28,Y2018=-41.01,Y2019=-34.60,Y2020=215.23,Y2021=230.01,Y2022=-35.33,Y2023=22.76,Y2024=133.16,Y2025=-4.11"
6,40,107605076.9165801,10660.507691658011,138,7,4,"Y2015=25.65,Y2016=36.26,Y2017=910.65,Y2018=-40.53,Y2019=-37.06,Y2020=210.26,Y2021=225.60,Y2022=-37.39,Y2023=21.07,Y2024=131.54,Y2025=-4.11"
6,41,37087545.27079162,3608.7545270791625,128,7,4,"Y2015=57.13,Y2016=35.71,Y2017=356.39,Y2018=-34.62,Y2019=-32.73,Y2020=214.51,Y2021=74.75,Y2022=-41.40,Y2023=23.79,Y2024=131.54,Y2025=-4.11"
6,42,97505939.26197481,9650.593926197482,132,8,3,"Y2015=51.91,Y2016=29.65,Y2017=356.39,Y2018=-30.94,Y2019=77.48,Y2020=214.51,Y2021=74.75,Y2022=-41.59,Y2023=23.79,Y2024=131.54,Y2025=-1.08"
6,43,76695179.98097557,7569.517998097556,128,9,2,"Y2015=21.50,Y2016=32.91,Y2017=370.10,Y2018=-36.13,Y2019=84.24,Y2020=203.22,Y2021=74.75,Y2022=-43.27,Y2023=23.95,Y2024=131.54,Y2025=1.17"
6,44,73441874.15829284,7244.187415829285,124,9,2,"Y2015=21.66,Y2016=32.91,Y2017=360.13,Y2018=-33.50,Y2019=84.24,Y2020=203.22,Y2021=74.75,Y2022=-43.17,Y2023=22.98,Y2024=125.97,Y2025=1.17"
6,45,164795069.55411878,16379.506955411878,122,9,2,"Y2015=62.74,Y2016=24.47,Y2017=376.98,Y2018=-25.80,Y2019=91.20,Y2020=200.85,Y2021=50.34,Y2022=-43.17,Y2023=102.50,Y2024=141.49,Y2025=1.17"
6,46,147325314.30758116,14632.531430758116,120,8,3,"Y2015=64.64,Y2016=26.72,Y2017=375.24,Y2018=-28.54,Y2019=-34.18,Y2020=284.00,Y2021=212.84,Y2022=-44.31,Y2023=101.88,Y2024=141.49,Y2025=1.17"
