MA_Period,Final_Balance,Total_Return_Pct,Balance_2013,Return_2013_Pct,Balance_2014,Return_2014_Pct,Balance_2015,Return_2015_Pct,Balance_2016,Return_2016_Pct,Balance_2017,Return_2017_Pct,Balance_2018,Return_2018_Pct,Balance_2019,Return_2019_Pct,Balance_2020,Return_2020_Pct,Balance_2021,Return_2021_Pct,Balance_2022,Return_2022_Pct,Balance_2023,Return_2023_Pct,Balance_2024,Return_2024_Pct,Balance_2025,Return_2025_Pct
296,1.426700590596726e-13,-100.0,,,4290.545369258973,-99.5709454630741,76.96073037363196,-98.2062716100139,0.7766770672701672,-98.9908138040017,0.42353035910528375,-45.46892435051662,0.011376024977832262,-97.31400011043733,0.00030324459281681174,-97.33435366564574,6.787757199331068e-06,-97.76162300660329,9.817590894929767e-08,-98.55363257603008,3.8349033709938525e-10,-99.60938448016057,9.744597871935101e-12,-97.45897173168937,2.043482757725425e-13,-97.90295835232898,1.426700590596726e-13,-30.182890694670284
297,1.5971596071185073e-13,-100.0,,,4178.171572136288,-99.58218284278637,69.70180507794893,-98.33176297635114,0.7430412003183273,-98.93397136632636,0.38388305844941734,-48.33623515291515,0.010885483108617686,-97.16437522599033,0.00032171166068683296,-97.04458077352447,6.758167225682016e-06,-97.89930921022453,1.0440173055035952e-07,-98.45517686875787,4.3800570037943126e-10,-99.58046126431961,1.0921137907757102e-11,-97.50662196900714,2.2863861585857107e-13,-97.90645793698684,1.5971596071185073e-13,-30.144800731891152
298,1.4878511804237632e-13,-100.0,,,4482.104370255987,-99.5517895629744,71.20799087943227,-98.41128217914824,0.7474087918145864,-98.95038635048688,0.37131426155507746,-50.31978943496409,0.01074603146395638,-97.10594701669912,0.0003117953625400348,-97.09850688986127,6.940337292811385e-06,-97.77407295725246,1.1399025672363939e-07,-98.35756892043695,4.510146255587668e-10,-99.60433931941024,1.0275114458954319e-11,-97.72177799196105,2.1748294470948845e-13,-97.88340124503469,1.4878511804237632e-13,-31.587684615397315
299,1.317116209786336e-13,-100.0,,,4441.854870638123,-99.5558145129362,78.7138433952078,-98.22790600576512,0.890695286348983,-98.86843883117615,0.43707702533060505,-50.928557495548034,0.012595865922302147,-97.1181587701219,0.0003317619516895675,-97.36610445255572,7.196692894781991e-06,-97.83076604832732,1.2281207787877992e-07,-98.2934928629812,4.1424758671388875e-10,-99.6626980066873,8.970474570463343e-12,-97.83451374053288,1.9261567266409299e-13,-97.85278168784616,1.317116209786336e-13,-31.619468365729208
300,1.647601475549064e-13,-100.0,,,4325.347872038516,-99.56746521279615,79.95500633714374,-98.15147801512063,0.884260983091291,-98.8940517628594,0.37731292372248315,-57.33013997706495,0.01009100625328101,-97.32556039858761,0.0002783972820910638,-97.24113457961097,6.8538522623551605e-06,-97.53810374480838,1.2922398846733e-07,-98.1145787285627,4.2344435681988813e-10,-99.67231753032686,1.0226034772015228e-11,-97.58503458428073,2.4094598801324967e-13,-97.6437984674898,1.647601475549064e-13,-31.619468365729254
301,1.7360143576691228e-13,-100.0,,,3980.2685840857393,-99.60197314159143,70.97711420484745,-98.21677576009232,0.7701242645393225,-98.91496819338602,0.35513442516667587,-53.88608806150105,0.009196706116978816,-97.41035915832083,0.0002354895591166441,-97.43941411064678,6.077430352799128e-06,-97.41923575058,1.1694776628149965e-07,-98.07570371863437,3.9820074224914097e-10,-99.65950547418694,9.61031178759124e-12,-97.58656607888028,2.598551421062165e-13,-97.29608000396263,1.7360143576691228e-13,-33.192995774564196
302,2.6783214643276777e-13,-100.0,,,4131.519797651829,-99.58684802023483,82.57929031015244,-98.00123696957505,0.8832779491051108,-98.93038806002366,0.4009807629338483,-54.603105020327945,0.010943399622924423,-97.27084173743023,0.00031639164641129,-97.10883585253976,8.676053056674134e-06,-97.25781222257815,1.562603154649678e-07,-98.1989469814876,4.964251074003329e-10,-99.6823089049045,1.3419839504361019e-11,-97.29670411421418,3.9157714341423434e-13,-97.08210263403684,2.6783214643276777e-13,-31.601690513013814
303,3.061672231238006e-13,-100.0,,,3801.3616770682775,-99.61986383229318,80.23174548504363,-97.88939458276118,0.893256680125339,-98.88665431030432,0.4146405606980998,-53.581028843812426,0.012816777232460318,-96.90894272116513,0.00035482018055701904,-97.23159594552064,1.0903502541530717e-05,-96.9270342728495,1.790120703875967e-07,-98.35821498912159,5.733881976723331e-10,-99.67969299699688,1.7583059485390728e-11,-96.93348074537127,4.593389398480835e-13,-97.3876051535301,3.061672231238006e-13,-33.3461205738275
304,3.9409652187571815e-13,-100.0,,,3863.143066005534,-99.61368569339945,87.82068365635992,-97.72670382235763,1.0615205302655752,-98.79126364533978,0.49156676814952,-53.69220338804583,0.014886516451380836,-96.97161862519299,0.00045513873650237434,-96.94261086541736,1.3973086436554987e-05,-96.92992810413487,2.281217187675127e-07,-98.36742068544912,6.81624714946597e-10,-99.70120130664048,2.0954548607990052e-11,-96.92579389383911,5.91258191223857e-13,-97.17837782008624,3.9409652187571815e-13,-33.346120573827484
305,4.026854402496323e-13,-100.0,,,3676.3818380327375,-99.63236181619672,82.26426979666611,-97.76235784472577,0.9314448198113648,-98.86774073104444,0.43162893780672007,-53.66027824448763,0.013908912399650796,-96.77757648263169,0.00044509304333236756,-96.79994358621784,1.3684544260383372e-05,-96.92546435731087,2.3657122674457527e-07,-98.27125242724051,7.124130283900167e-10,-99.69885897021652,2.1912087727087123e-11,-96.92424382291179,6.180355375524374e-13,-97.17947671052613,4.026854402496323e-13,-34.84429037133382
306,4.638458962511933e-13,-100.0,,,3345.806128597327,-99.66541938714026,76.29872452793936,-97.71957126039678,0.8533492483118753,-98.88156813420991,0.3714788710135927,-56.46813168834859,0.011404792085281718,-96.92989481362335,0.0004096442591857545,-96.40813917410722,1.3090239424663452e-05,-96.80448605561254,2.2335187789436682e-07,-98.29375253844826,8.172601506050017e-10,-99.63409300234694,2.572046563733829e-11,-96.85284231486169,7.450463757230608e-13,-97.10329359418175,4.638458962511933e-13,-37.74268134637458
307,5.145077421413166e-13,-100.0,,,3308.9854948093475,-99.66910145051907,81.70231427583273,-97.53089536342799,1.0186066303261294,-98.75327077408451,0.44859511456568674,-55.95992592134815,0.013125565496736049,-97.07407301806134,0.0004650824584469087,-96.45666726844979,1.5206050224653046e-05,-96.7304614593653,2.878758958839244e-07,-98.10683319053358,9.090819329555545e-10,-99.68421047195903,2.7166684276942622e-11,-97.0116352231729,8.077545589739139e-13,-97.02667226246861,5.145077421413166e-13,-36.3039506957543
308,6.96682198284438e-13,-100.0,,,3259.549702545557,-99.67404502974544,87.25638405827851,-97.32305404055856,1.1441380890978181,-98.68876288944813,0.48518377674028307,-57.59394942241083,0.015407575552715222,-96.82438360651065,0.0005431459654152014,-96.47481225351197,1.7779484685762588e-05,-96.7265733674057,3.493567858514133e-07,-98.03505674081111,1.2976009414190172e-09,-99.62857428452216,3.767152630425613e-11,-97.09683269318073,1.0937604543677728e-12,-97.09658577267626,6.96682198284438e-13,-36.30395069575433
309,8.302731855883794e-13,-100.0,,,3211.891427130771,-99.67881085728692,88.88730316950868,-97.23255579504712,1.3454788162512705,-98.48630932847018,0.5394657062762936,-59.905299157415534,0.017033183163733034,-96.84258276929111,0.0006157504345320669,-96.38499493246148,1.9667672252877527e-05,-96.80590200998822,4.236342380346505e-07,-97.84603773853986,1.5092080198879384e-09,-99.64374739235205,4.276209567994282e-11,-97.16658703661554,1.3386703913642853e-12,-96.86949301693795,8.302731855883794e-13,-37.97777324840812
310,1.3171068530525881e-12,-100.0,,,3109.679959703137,-99.68903200402968,97.94743136636914,-96.85024077604052,1.5133458207597914,-98.45494077828425,0.6560017425915364,-56.65222491828181,0.020066505482809294,-96.94108960693664,0.0007103797146602878,-96.45987331840684,2.264592132506022e-05,-96.81213851441552,4.986070249495046e-07,-97.79824800328286,2.318503399902176e-09,-99.53500386398748,6.935172079860502e-11,-97.00877208972257,2.1198618474708093e-12,-96.94331759463213,1.3171068530525881e-12,-37.86826935802359
311,1.8531400958449877e-12,-100.0,,,3170.797374136747,-99.68292026258632,97.6753432477292,-96.9195337411202,1.740916016490977,-98.2176504749253,0.8457603915829984,-51.41865641010478,0.025234426804545823,-97.01636219245088,0.0009450292928136045,-96.25499996440037,3.070339441937619e-05,-96.75106426299612,5.809106313215142e-07,-98.10799215426515,2.8604044540768353e-09,-99.5075999129901,9.397169558723608e-11,-96.71474097121819,3.0579736393389003e-12,-96.74585669628563,1.8531400958449877e-12,-39.39973608648843
312,1.4499375930581194e-12,-100.0,,,2832.555863027499,-99.71674441369724,78.88400365310761,-97.2150945129536,1.529604594845749,-98.06094452105629,0.6841492760239292,-55.27280198233706,0.019694705511103895,-97.12128533913481,0.0006841487120108215,-96.52623030273239,2.2271759859741586e-05,-96.74460253030641,4.310481537145435e-07,-98.06459769488757,2.109362571106344e-09,-99.51064340423942,7.710159970692028e-11,-96.34479151365234,2.3934889396565434e-12,-96.89566889823983,1.4499375930581194e-12,-39.42158791566508
313,1.50741539450134e-12,-100.0,,,2860.267151497445,-99.71397328485025,82.49193550635928,-97.11593598999409,1.470084075336334,-98.21790570640326,0.6983566920432088,-52.495459017645985,0.01936371916269676,-97.22724513370903,0.0006621508717422672,-96.58045612943062,2.2182246583297105e-05,-96.64997094620888,4.733617027579067e-07,-97.86603353731384,2.473023187288785e-09,-99.4775616250997,8.840744118284464e-11,-96.4251268796324,2.4466594678911473e-12,-97.2325186260838,1.50741539450134e-12,-38.38883529628957
314,1.940429686117226e-12,-100.0,,,3177.8587931652255,-99.68221412068348,93.62428468397124,-97.05385636122872,1.5614397766288846,-98.3322278168538,0.6975465921220588,-55.32670535471773,0.019525371793350964,-97.20085052183377,0.0007204418172121107,-96.31022740648942,2.570883701066452e-05,-96.4315179385131,5.459499566615524e-07,-97.87641130388324,2.9271340216663286e-09,-99.46384572689307,1.1224554937503713e-10,-96.16534300977654,3.0434645272788816e-12,-97.28856552066043,1.940429686117226e-12,-36.24273689655464
315,2.15979675494628e-12,-100.0,,,3315.426624397349,-99.66845733756027,99.44266901033839,-97.00060715328259,1.5897101294608607,-98.4013802673623,0.7241977659382466,-54.44466557032928,0.018847881109651795,-97.39741242017874,0.0007578932253564358,-95.97889428022587,2.6138424469893783e-05,-96.55117322659787,5.642229084558905e-07,-97.8414042931097,3.223542456944145e-09,-99.42867572219532,1.286924185310717e-10,-96.00773309953331,3.3875305334892364e-12,-97.36773108147676,2.15979675494628e-12,-36.242736896554604
316,2.8351866461884893e-12,-100.0,,,3853.524527094745,-99.61464754729053,121.26455874785542,-96.85315201978798,1.9028699267083256,-98.43081115673297,0.9770860504792147,-48.65197895215968,0.021157443080935007,-97.83463871267446,0.000911358427917582,-95.6924925926479,3.2675140499067555e-05,-96.4146773104706,6.638366295490848e-07,-97.96837406233027,3.814884266045335e-09,-99.4253278447987,1.5958724797712942e-10,-95.8167211153023,4.23821226175194e-12,-97.34426633990248,2.8351866461884893e-12,-33.104184710736625
317,4.573025368731811e-12,-100.0,,,4532.588352775375,-99.54674116472246,131.88789134419838,-97.09023010520156,2.3063011355795022,-98.25131699955641,1.0207813325393618,-55.73946017752487,0.025698124447376857,-97.48250446709791,0.001130128190618141,-95.60229310534957,4.992253041061193e-05,-95.58257808051792,9.448288053896523e-07,-98.10741002585715,5.366160439855078e-09,-99.4320494454398,2.353505624452703e-10,-95.61417208666936,6.836041012367737e-12,-97.09537936032874,4.573025368731811e-12,-33.104184710736625
318,4.491727532306305e-12,-100.0,,,4526.608057894217,-99.54733919421058,149.07757873373973,-96.70663824154701,2.7278826014697115,-98.17015903756939,1.2095351159749679,-55.660294349789766,0.028353227638858485,-97.65585742287409,0.0012028564604749262,-95.75760306446948,5.6771285076438566e-05,-95.28029428764731,1.0395463289769226e-06,-98.16888709216774,6.407014841845888e-09,-99.3836720246849,2.7276215825009445e-10,-95.74275750902568,7.033014155314014e-12,-97.42155796081306,4.491727532306305e-12,-36.133677067713
319,5.7808377902416895e-12,-100.0,,,4628.288802583509,-99.53717111974166,150.91122938152498,-96.73937310702637,2.952387142066768,-98.04362660474874,1.3208892611128502,-55.260296243256754,0.032507028818370316,-97.53900423181705,0.0014084435972336045,-95.66726443962892,7.12587436773566e-05,-94.94060366937522,1.2942244416822474e-06,-98.18376752817562,8.282778769608115e-09,-99.36001990822844,3.802180333912415e-10,-95.40953532664219,9.020855067520966e-12,-97.62745207346897,5.7808377902416895e-12,-35.91696411291164
320,6.820503568575395e-12,-100.0,,,4717.351976485644,-99.52826480235144,148.84329316788563,-96.84477024589604,3.403547226049857,-97.71333517714442,1.5765930344269607,-53.677944517410204,0.03992937036896334,-97.46736351759436,0.0017991328653840766,-95.49421178255663,9.032732552656342e-05,-94.97939661575353,1.4627367372439476e-06,-98.38062653940331,9.32669025512467e-09,-99.3623808018456,4.087011749335051e-10,-95.61793987198257,1.0870634543452457e-11,-97.34019983054341,6.820503568575395e-12,-37.25753964672205
321,8.280219651405324e-12,-100.0,,,4548.6198872336445,-99.54513801127663,149.48639513411672,-96.7135878829165,3.571258926172037,-97.61098063608533,1.868386827986262,-47.6826837087125,0.049963432805963805,-97.32585179591455,0.002226657910709082,-95.54342488964589,0.00011400059120905576,-94.88019283695212,1.8416622677289512e-06,-98.38451516066993,1.1225713381853564e-08,-99.39045754595946,4.688461071569941e-10,-95.82346269489753,1.2648556790445268e-11,-97.30219434535907,8.280219651405324e-12,-34.536249561213104
322,7.085215004136261e-12,-100.0,,,4368.042403691796,-99.56319575963082,154.15822220909425,-96.47077093210446,3.6811565751134947,-97.6120919647604,1.8682718249128374,-49.247694663592625,0.048461665565285264,-97.40606988131685,0.0019557704610637756,-95.96429376033505,0.00011059014552489004,-94.34544351054683,1.6654337196523689e-06,-98.49404871315814,9.876643998312161e-09,-99.40696264992319,3.897482078101059e-10,-96.05383966581451,1.0823111961422719e-11,-97.2230502297278,7.085215004136261e-12,-34.53624956121312
323,7.393854938314157e-12,-100.0,,,4134.059518161975,-99.58659404818381,153.6949462392178,-96.28222705638376,3.5408546905522074,-97.69618014307311,1.8111398802971463,-48.85020599321196,0.04321584440214307,-97.61388698508185,0.002031604539201076,-95.29893591735458,0.00010966620547590878,-94.6019905272,1.6752254577160558e-06,-98.47243236834335,9.63553974834463e-09,-99.4248213156048,3.897181186311694e-10,-95.9554095690579,1.1020823599411241e-11,-97.1721038687859,7.393854938314157e-12,-32.91014168206854
324,1.203538602011622e-11,-100.0,,,4035.870462881297,-99.59641295371186,165.19117139847103,-95.90692583129793,3.808910336157157,-97.69424097915659,2.1253634911805532,-44.20022254120974,0.05162634184804606,-97.57094059146702,0.0027074512890148798,-94.75567860883145,0.00017751379080840627,-93.44350934295126,2.6245463093492518e-06,-98.52149723275193,1.5396525494884965e-08,-99.41336430452611,5.652704209684298e-10,-96.32858451631685,1.7569614529254416e-11,-96.89182135177816,1.203538602011622e-11,-31.498861286474945
325,1.1872226816868628e-11,-100.0,,,4198.341433916919,-99.5801658566083,173.05212713214098,-95.87808352760179,3.5401539454458195,-97.95428464005958,1.9212850164417608,-45.72877208028282,0.04587292116376133,-97.61238333869284,0.0026338490273359206,-94.25837953956896,0.00017124720450508279,-93.4982148662372,2.4200129254522846e-06,-98.58683069750171,1.407786874017262e-08,-99.4182729938295,5.70089011609369e-10,-95.95045939032971,1.7403151960115183e-11,-96.94729215864277,1.1872226816868628e-11,-31.78116904295507
326,1.5012142886576753e-11,-100.0,,,4518.398341652802,-99.54816016583472,233.48125002110987,-94.83265457432636,4.730319043538674,-97.97400474637215,2.6378181067234077,-44.23593667901733,0.056080708123172354,-97.87397364586167,0.003138253473742522,-94.40404092821038,0.00020461052055240455,-93.4801149026246,3.064180024414964e-06,-98.50243280934805,1.860114672130258e-08,-99.39294863313867,7.353590346051811e-10,-96.04670053076337,2.254393961258799e-11,-96.9342948747897,1.5012142886576753e-11,-33.409407829524454
327,2.4183119362284925e-11,-100.0,,,7073.519764731956,-99.29264802352681,397.2789852568957,-94.38357425340494,7.582913082645537,-98.0912876431805,4.287039012399558,-43.46448435218131,0.08668101394849183,-97.97806799290183,0.004519103578505534,-94.78651278676678,0.0002834597560817845,-93.72752247967894,4.904142943772958e-06,-98.26989798779125,2.6600298692355892e-08,-99.4575953638111,1.120905818932775e-09,-95.78611566773539,3.645648359945863e-11,-96.74758726525577,2.4183119362284925e-11,-33.665792817593534
328,2.45041208634254e-11,-100.0,,,6949.835759742207,-99.30501642402578,346.3307849012403,-95.01670547515087,6.843579704791078,-98.02397592037838,4.017673226797347,-41.29281165550479,0.09427006178569157,-97.65361550170574,0.005293056042997106,-94.38522056447778,0.00031799019278301447,-93.99231388823614,5.419439884755942e-06,-98.29572106066367,2.676421560130435e-08,-99.5061442479215,1.0929924778124394e-09,-95.9162170336157,3.773761603712995e-11,-96.54731237376313,2.45041208634254e-11,-35.067120192977065
329,2.1789136289580137e-11,-100.0,,,6358.91138458952,-99.36410886154104,343.62712513675865,-94.5961328228363,6.786510295531102,-98.02503650058762,4.037466659904888,-40.50747020064864,0.10340685013673287,-97.43881847586158,0.005663118151556804,-94.52345938004245,0.0003401523227666671,-93.99355066125261,5.446126998454136e-06,-98.39891524063177,2.7062425494157957e-08,-99.50308860770527,1.0570523189646439e-09,-96.0940222479584,3.4270208082916525e-11,-96.75794589652068,2.1789136289580137e-11,-36.41959734571358
330,1.8116549890870485e-11,-100.0,,,6999.866641787995,-99.3000133358212,337.5426172928699,-95.17787074288246,6.185311032304656,-98.16754663991422,3.960548775000778,-35.96847831393417,0.10063324735383584,-97.45910849554387,0.005273585887980508,-94.7595988138611,0.0003237600575166156,-93.86072277206056,4.903100455741229e-06,-98.48557586338778,2.416976035862558e-08,-99.50705149574645,8.96098150035786e-10,-96.29248227231186,2.911552199409195e-11,-96.7508556966746,1.8116549890870485e-11,-37.777004669376524
331,2.016254406057398e-11,-100.0,,,6563.862933173619,-99.34361370668265,325.2718421631481,-95.04450587291774,6.3960564431684315,-98.03362738052182,4.238368558286207,-33.73465984945819,0.10251304677426,-97.58130881341496,0.00544799513692961,-94.68555924503305,0.0003550687082452566,-93.4825803011754,5.616532280434867e-06,-98.41818438234344,2.925464342208309e-08,-99.47913335201524,1.0081855797582792e-09,-96.553758782111,3.240368605439159e-11,-96.78594033628603,2.016254406057398e-11,-37.77700466937649
332,1.8486829203060294e-11,-100.0,,,6588.7875568129375,-99.34112124431871,300.1226212104359,-95.44494918643866,5.483689839905615,-98.17285021109402,3.629222269486844,-33.81787855548538,0.0873950759791859,-97.59190621324102,0.005101395763086053,-94.1628338828826,0.00030248020027301485,-94.07063842288464,5.342225749942793e-06,-98.23385935835768,2.6419435843194448e-08,-99.50546013815539,9.008770561844632e-10,-96.59009729983873,2.902150407352332e-11,-96.77852778308733,1.8486829203060294e-11,-36.299548237659884
333,2.0485724780221002e-11,-100.0,,,6680.328908477564,-99.33196710915225,356.7458440983743,-94.65975629365117,5.936589534811567,-98.33590506153884,3.9676206434350023,-33.166667155118745,0.09547004217762275,-97.5937709081237,0.0055590528799169025,-94.17717563214832,0.0003397095866016704,-93.88907438119661,6.015127226232524e-06,-98.22933250533032,2.9841476546624224e-08,-99.50389284508427,1.0405986210543746e-09,-96.51291175411998,3.2914786716708305e-11,-96.83693731177947,2.0485724780221002e-11,-37.76133214370192
334,1.8347440963838145e-11,-100.0,,,6455.5800402400455,-99.35444199597599,387.2046820279383,-94.00201562656885,6.21528321823886,-98.39483262813687,4.340517732775994,-30.163798167094512,0.10505498298224747,-97.57966700172749,0.005730908253751007,-94.5448487153442,0.0003354931278411644,-94.14589951563826,6.025099356483889e-06,-98.20410647596441,2.8603275647362886e-08,-99.5252646644477,1.0346242311696778e-09,-96.38284704197834,2.947916720550684e-11,-97.1507368262408,1.8347440963838145e-11,-37.76133214370194
335,1.604973547550838e-11,-100.0,,,6515.163421167832,-99.34848365788321,375.0979161618248,-94.24269366838708,6.272388568305518,-98.3277996762852,4.564678541260385,-27.225832845787323,0.10887961544620484,-97.61473640559711,0.005816264593744464,-94.65807757502766,0.0003451702610069427,-94.065430562114,6.049090047721162e-06,-98.2475054397576,2.6702652920984425e-08,-99.5585674422049,8.864497517533685e-10,-96.68029332375157,2.580908473640936e-11,-97.08848869489107,1.604973547550838e-11,-37.813620128625814
336,1.2787071903277031e-11,-100.0,,,6832.893992848729,-99.31671060071513,433.2969888674741,-93.65866074724765,7.094278216206657,-98.36272155162,5.0886501992871676,-28.271065156955576,0.10834691692642784,-97.87081224522753,0.0059432537966530585,-94.51460736931834,0.0003359206634491173,-94.34786608577458,5.210429541345752e-06,-98.44891067794197,2.2210690411449983e-08,-99.57372630729955,7.130757556850256e-10,-96.78949306628746,2.0974205462882174e-11,-97.05862872273184,1.2787071903277031e-11,-39.03429655103658
337,1.0715194461004516e-11,-100.0,,,6813.875956185143,-99.3186124043815,478.5486642197449,-92.9768509538928,7.8252331938809325,-98.36479886394842,5.122580874906065,-34.53765852100421,0.11055135403644624,-97.84188172454235,0.005508690577186465,-95.01707543503233,0.00033236039031090455,-93.96661719052922,4.951033424012272e-06,-98.5103419154789,1.8392862757996576e-08,-99.6285045730293,5.274415250645787e-10,-97.1323576323905,1.75757743367541e-11,-96.66773025984214,1.0715194461004516e-11,-39.034296551036604
338,1.2303932988411427e-11,-100.0,,,6855.140142321911,-99.3144859857678,512.6211038100301,-92.52209155221735,8.599444024140004,-98.32245610642538,5.830957485011353,-32.193785218638205,0.11910331301759226,-97.95739699142464,0.006147416248901108,-94.83858501233034,0.00039114479649949907,-93.6372488755838,5.514393405698396e-06,-98.59019129103883,2.1113562870503654e-08,-99.61711903164752,6.205735418340834e-10,-97.06078246651091,2.0240251315276435e-11,-96.73846048037159,1.2303932988411427e-11,-39.21057205883126
339,1.0758394111177883e-11,-100.0,,,7416.872506883859,-99.25831274931161,563.6424227521151,-92.40053779771759,8.956872803922826,-98.41089448870991,6.330259062493689,-29.32512048489472,0.129518083422363,-97.9539844713505,0.005874149972991264,-95.46461017815137,0.0003793043254678004,-93.54282190254246,5.129971511194606e-06,-98.64753150260869,1.785615126291642e-08,-99.6519249429758,4.927687311293822e-10,-97.24034186385528,1.6626409685686667e-11,-96.62592030797481,1.0758394111177883e-11,-35.29334165006435
340,8.732582975425076e-12,-100.0,,,7729.554986839332,-99.22704450131606,640.676282889017,-91.71134322765205,11.094935749067966,-98.26824621959825,7.106073276607895,-35.95210069418524,0.14593050968234333,-97.94639734207745,0.00675076939626398,-95.3739835412356,0.00040312226360961803,-94.02849897623943,4.816030489552127e-06,-98.8053176605954,1.5085678535924476e-08,-99.68676114969264,4.348989500009364e-10,-97.11714027999945,1.3500410070098899e-11,-96.89573633827587,8.732582975425076e-12,-35.31616498993423
341,1.0714216420762607e-11,-100.0,,,8840.918763263597,-99.11590812367363,731.8504920810362,-91.72200863193007,12.186630995490646,-98.3348195939805,7.242252223573169,-40.5721546319653,0.14488265534447373,-97.99948067435585,0.006711308868182236,-95.36776237830166,0.00037985349681276056,-94.34009811985237,5.371242922352681e-06,-98.58596986274414,1.7811892499312846e-08,-99.66838415694833,5.320807181385423e-10,-97.01277829877387,1.6874894075967595e-11,-96.8285086264724,1.0714216420762607e-11,-36.50794859790395
342,2.28029287885866e-11,-100.0,,,9803.319535751793,-99.01966804642483,876.2717407616545,-91.06147935333564,16.456053508619352,-98.12203763477346,9.33735708820061,-43.25883126650088,0.17547636810293554,-98.12070625075825,0.00871022178551332,-95.03624227029599,0.0005531926927955535,-93.64892529240055,8.621480287753771e-06,-98.44150503070003,3.13546261587163e-08,-99.63631969090908,9.725963533000728e-10,-96.89807702258412,3.5877790124096195e-11,-96.31113256775426,2.28029287885866e-11,-36.4427722284051
343,2.6848142915304816e-11,-100.0,,,10452.641272484336,-98.95473587275157,947.3615275428376,-90.93663024639825,18.058453336175873,-98.09381605531165,9.962365636847185,-44.83267502821007,0.1885851571524088,-98.10702433511473,0.0093398436730284,-95.04741316121702,0.0006487860161708581,-93.05356664539876,1.05484537170303e-05,-98.37412437165533,3.540572886201761e-08,-99.66435147926131,1.1485008493974713e-09,-96.75617227405942,4.139598949032185e-11,-96.3956500761807,2.6848142915304816e-11,-35.143130419477565
344,3.628206082112045e-11,-100.0,,,11231.984946956989,-98.8768015053043,1137.5510726713976,-89.87221690517323,22.842858589887527,-97.99192676806643,12.361439618858,-45.88488314535915,0.2419461395582767,-98.04273493202867,0.012069115957140587,-95.01165177540122,0.0007990316636227059,-93.37953445422019,1.2655590859938477e-05,-98.41613399867539,4.480395155264649e-08,-99.64597503152164,1.580790661813988e-09,-96.47176062147891,5.478043090072744e-11,-96.53461826261892,3.628206082112045e-11,-33.768208419407195
345,4.338547973548756e-11,-100.0,,,12015.909618554708,-98.79840903814453,1255.1556501197128,-89.5542186154469,26.124739653244095,-97.91860558084949,14.278976283464727,-45.34308677142509,0.2489814327452068,-98.25630754052354,0.012582310613020457,-94.94648638081522,0.0009375293991089619,-92.54882963913809,1.682968247939591e-05,-98.20489016180282,5.203064424867134e-08,-99.69084001250546,1.881013576832285e-09,-96.38479668281194,6.591191342623642e-11,-96.49593632719892,4.338547973548756e-11,-34.17657373269664
346,5.612348596803735e-11,-99.99999999999999,,,12511.34669976206,-98.74886533002379,1354.4550011711378,-89.17418697064085,29.05046694387946,-97.85519142985476,15.393840735254377,-47.01000584605869,0.24253741876916496,-98.42445155214764,0.011128383454805496,-95.41168389138464,0.0007908204466983063,-92.89366285849171,1.6593682393818503e-05,-97.90171302941172,5.1304091010888946e-08,-99.69082154404738,2.039873803942045e-09,-96.02395488595813,8.471565061367599e-11,-95.84701512172158,5.612348596803735e-11,-33.75074669027318
347,5.768898475048889e-11,-99.99999999999999,,,11890.243935791217,-98.81097560642088,1267.7692240317224,-89.33773578676912,28.669359565079137,-97.7385979229007,14.102593555697958,-50.80952707127893,0.22205976574589156,-98.42539767689631,0.010589277008485784,-95.23133919694243,0.000797458936133055,-92.46918429375295,1.7072056357875762e-05,-97.85919304627025,5.38214933343624e-08,-99.68473924753924,2.1369960218704415e-09,-96.02947467734776,8.717026842985743e-11,-95.92089701909879,5.768898475048889e-11,-33.82034288800085
348,6.25993591187815e-11,-99.99999999999999,,,11294.681230989096,-98.8705318769011,1156.623565876019,-89.7595731812014,22.92219631860259,-98.0181800721619,12.418647990625276,-45.82260871508688,0.19689680602580267,-98.4145069078821,0.00926722723920915,-95.29335826910533,0.0007157945979096678,-92.27606511167463,1.6545468368030295e-05,-97.68851729024668,5.0294565020785836e-08,-99.69602211371685,2.0476212716676314e-09,-95.92874245791492,9.45900324216572e-11,-95.38049180624985,6.25993591187815e-11,-33.82034288800092
349,7.087010041993665e-11,-99.99999999999999,,,10459.833781882931,-98.9540166218117,1024.9764740807573,-90.20083401462766,21.1483343720947,-97.93670050904716,11.875652976142291,-43.84591823074134,0.2128033297730547,-98.20807049346618,0.009247617041595005,-95.6543832977345,0.0007273337234348784,-92.13490653685817,1.6726805757391096e-05,-97.7002570871597,5.24637625398984e-08,-99.68634918524886,2.0477731908082876e-09,-96.09678549217477,1.0708743972486843e-10,-94.77054196209106,7.087010041993665e-11,-33.8203428880009
350,9.202264142168567e-11,-99.99999999999999,,,11411.520284841888,-98.8588479715158,1197.0848531371726,-89.50985650240415,23.08380102979281,-98.07166543212892,13.065041123502425,-43.40169062001444,0.25343013787148505,-98.06024232548648,0.010856075405048873,-95.71634396120875,0.0009430676002768945,-91.31299696169852,2.2147096536742945e-05,-97.65158971316157,6.802026906142568e-08,-99.69287049005013,2.7155409901091506e-09,-96.00774735592874,1.3904974041486975e-10,-94.87948291256393,9.202264142168567e-11,-33.82034288800087
