MA_Period,Final_Balance,Total_Return_Pct,Balance_2013,Return_2013_Pct,Balance_2014,Return_2014_Pct,Balance_2015,Return_2015_Pct,Balance_2016,Return_2016_Pct,Balance_2017,Return_2017_Pct,Balance_2018,Return_2018_Pct,Balance_2019,Return_2019_Pct,Balance_2020,Return_2020_Pct,Balance_2021,Return_2021_Pct,Balance_2022,Return_2022_Pct,Balance_2023,Return_2023_Pct,Balance_2024,Return_2024_Pct,Balance_2025,Return_2025_Pct
16,3.526823169973523e-136,-100.0,930689.8762298655,-6.931012377013457,7.783176858609758e-09,-99.99999999999916,3.848206865261715e-23,-99.9999999999995,1.2343237269479851e-40,-100.0,4.8629710226848417e-51,-99.99999999606021,8.530687123941332e-64,-99.99999999998246,1.2776342966997118e-75,-99.99999999985023,5.084514087588879e-88,-99.9999999999602,7.077140288060122e-100,-99.9999999998608,1.5019875426490388e-112,-99.99999999997877,1.5187608783998048e-123,-99.99999999898883,9.990730205816967e-135,-99.99999999934218,3.526823169973523e-136,-96.46990450415718
17,3.9672627792929514e-132,-100.0,930689.8762298655,-6.931012377013457,1.9734460575236917e-08,-99.99999999999788,3.046866498578432e-22,-99.99999999999845,2.5219835508389336e-39,-100.0,2.0555185768603743e-49,-99.99999999184959,6.875345698232424e-62,-99.99999999996655,1.9713395522611648e-73,-99.99999999971327,2.3440636834020118e-85,-99.9999999998811,9.427734684424764e-97,-99.9999999995978,4.0539708484162336e-109,-99.999999999957,6.873648724606188e-120,-99.99999999830447,9.925359829313455e-131,-99.99999999855604,3.9672627792929514e-132,-96.00290281912392
18,1.8340667397530555e-128,-100.0,957253.2043792165,-4.274679562078343,4.769094467162911e-08,-99.99999999999501,2.363218100495402e-21,-99.99999999999505,3.690569190945377e-38,-100.0,6.750279790512385e-48,-99.99999998170938,5.499604794874494e-60,-99.99999999991853,3.5785095055700603e-71,-99.99999999934931,1.3844981024953297e-82,-99.99999999961311,1.009592868756243e-93,-99.99999999927078,8.766963052675724e-106,-99.99999999991316,1.601761984732293e-116,-99.99999999817297,4.144014024710028e-127,-99.99999999741284,1.8340667397530555e-128,-95.57417825128766
19,8.715680461554369e-125,-100.0,954669.5250151699,-4.533047498483011,8.21536524512627e-08,-99.9999999999914,9.245592945730307e-21,-99.99999999998875,6.09227493629117e-37,-99.99999999999999,3.855882794331141e-46,-99.99999993670865,8.938446388778319e-58,-99.99999999976819,8.340528502054197e-69,-99.99999999906689,5.825051305283742e-80,-99.9999999993016,6.825744482130059e-91,-99.9999999988282,9.52501764718738e-103,-99.99999999986045,2.914617613815862e-113,-99.99999999694003,1.7833485008132916e-123,-99.99999999388136,8.715680461554369e-125,-95.11274411166431
20,8.580312754361403e-121,-100.0,954669.5250151699,-4.533047498483011,2.4964010192780225e-07,-99.99999999997385,7.547979627961122e-20,-99.99999999996977,1.2637766308419876e-35,-99.99999999999997,2.7198269851016813e-44,-99.99999978478579,1.4521082767337846e-55,-99.9999999994661,3.210492732789418e-66,-99.99999999778908,4.60827304379941e-77,-99.99999999856463,1.29675658584492e-87,-99.99999999718602,2.8263834154395493e-99,-99.99999999978203,1.5339841605300056e-109,-99.99999999457263,1.5942718214797695e-119,-99.99999998960699,8.580312754361403e-121,-94.6180364986961
21,3.344333840772479e-118,-100.0,925929.4738694252,-7.407052613057474,4.0089321533944364e-07,-99.9999999999567,2.7672387063857587e-19,-99.99999999993098,1.0037351616769034e-34,-99.99999999999997,3.1519929793590087e-43,-99.99999968597363,3.491168997550704e-54,-99.99999999889239,1.2068036225778927e-64,-99.99999999654327,2.842995429082049e-75,-99.9999999976442,1.1799400148251783e-85,-99.99999999584966,3.996066195208333e-97,-99.99999999966134,3.133550420630584e-107,-99.99999999215842,5.333292548951812e-117,-99.99999998298004,3.344333840772479e-118,-93.72932609625968
22,5.0517028920063716e-116,-100.0,935282.2968378033,-6.471770316219672,4.37630742452094e-07,-99.9999999999532,7.573505098453278e-19,-99.99999999982694,6.4147219796246855e-34,-99.99999999999991,2.0747784055996478e-42,-99.9999996765599,3.671562876454899e-53,-99.99999999823038,1.4035333264581184e-63,-99.9999999961773,4.291918040015269e-74,-99.99999999694205,5.0090618037615915e-84,-99.99999998832908,2.66880739712842e-95,-99.9999999994672,2.6405726260264657e-105,-99.99999999010579,8.685356960529354e-115,-99.99999996710805,5.0517028920063716e-116,-94.1836554157027
23,2.751524828981951e-113,-100.0,935282.2968378033,-6.471770316219672,7.491092746179985e-07,-99.99999999991991,2.8949852066085197e-18,-99.99999999961354,7.015609955376083e-33,-99.99999999999976,3.74090831041748e-41,-99.99999946677362,8.3254613592638e-52,-99.99999999777448,4.073040133583223e-62,-99.99999999510774,1.5195511768071962e-72,-99.99999999626925,2.6195882639306872e-82,-99.99999998276078,3.0877659620085616e-93,-99.99999999882128,6.169537589032472e-103,-99.99999998001941,4.742468524804546e-112,-99.99999992313089,2.751524828981951e-113,-94.19811683600926
24,1.0359320088009541e-110,-100.0,935282.2968378033,-6.471770316219672,1.505429983598226e-06,-99.99999999983903,1.1347750610650596e-17,-99.99999999924621,5.759300156068351e-32,-99.99999999999949,4.316691066716041e-40,-99.9999992504834,1.1354171518090564e-50,-99.9999999973697,1.0065491315605001e-60,-99.99999999113498,6.435838640328627e-71,-99.99999999360604,1.8250713695222172e-80,-99.99999997164207,3.0361566805039417e-91,-99.99999999833642,1.7487878354946975e-100,-99.99999994240126,1.8183894653375632e-109,-99.99999989602001,1.0359320088009541e-110,-94.30302458000303
25,9.73686062038636e-108,-100.0,935282.2968378033,-6.471770316219672,2.573533046791556e-06,-99.99999999972485,3.2692791644103794e-17,-99.99999999872965,3.226041560704627e-31,-99.999999999999,3.6028351110730484e-39,-99.99999888320251,1.5058364987336886e-49,-99.99999999582042,3.4555324599494805e-59,-99.9999999770524,4.60924554706649e-69,-99.99999998666127,2.468255285146829e-78,-99.9999999464499,9.711162925629141e-89,-99.99999999606558,8.814155470187886e-98,-99.99999990923686,1.5801113354298754e-106,-99.99999982073027,9.73686062038636e-108,-93.83786420484263
26,2.338418623275068e-105,-100.0,935282.2968378033,-6.471770316219672,2.9278310420941938e-06,-99.99999999968696,8.064744151298646e-17,-99.9999999972455,1.6290041994679424e-30,-99.99999999999798,1.9013166332418384e-38,-99.99999883283503,1.6936213395703887e-48,-99.99999999109238,5.581394894251078e-58,-99.99999996704462,8.553272112644458e-68,-99.9999999846754,7.137508690896357e-77,-99.99999991655231,6.529446990473513e-87,-99.99999999085193,1.0842061165120408e-95,-99.9999998339513,3.579737158138308e-104,-99.99999966982872,2.338418623275068e-105,-93.4676248004443
27,2.9440406801071637e-103,-100.0,935282.2968378033,-6.471770316219672,6.774541532577509e-06,-99.99999999927567,3.049335951355944e-16,-99.99999999549884,1.0089711781237526e-29,-99.99999999999669,2.8690264614228037e-37,-99.99999715648323,2.5583801952089593e-47,-99.99999999108276,9.209771592662823e-57,-99.99999996400155,1.5117127148819226e-66,-99.99999998358578,1.751244114009282e-75,-99.99999988415496,2.3513539114669993e-85,-99.99999998657324,4.836090533616063e-94,-99.99999979432741,3.581930072247508e-102,-99.99999925933353,2.9440406801071637e-103,-91.78085383933833
28,2.3472345222131374e-101,-100.0,935282.2968378033,-6.471770316219672,7.219531782035327e-06,-99.9999999992281,5.023091548768734e-16,-99.99999999304235,3.4521446264307757e-29,-99.99999999999312,1.2580683893753968e-36,-99.99999635569037,2.0914459342885586e-46,-99.99999998337574,9.101621474289277e-56,-99.99999995648167,3.971369514335091e-65,-99.99999995636635,5.252912570159649e-74,-99.99999986773045,1.0207708269507729e-83,-99.99999998056752,2.5665040531095244e-92,-99.99999974857197,2.860740881354193e-100,-99.99999888535501,2.3472345222131374e-101,-91.79501178344394
29,2.435063173706265e-99,-100.0,935282.2968378033,-6.471770316219672,1.0371334594595867e-05,-99.9999999988911,1.060546907336527e-15,-99.99999998977425,1.2481537943627993e-28,-99.99999999998823,6.376767745642642e-36,-99.99999489104006,1.5236708062180303e-45,-99.9999999761059,1.2344987897855951e-54,-99.99999991897865,8.967320676600025e-64,-99.99999992736063,1.8132161080109268e-72,-99.99999979779733,6.667599482028865e-82,-99.99999996322776,2.6839529106789143e-90,-99.99999959746339,2.6457100414815e-98,-99.99999901424871,2.435063173706265e-99,-90.79618274290286
30,7.761688397270061e-97,-100.0,935282.2968378033,-6.471770316219672,2.039137168841165e-05,-99.99999999781977,4.51844228678339e-15,-99.9999999778414,1.3296402584540536e-27,-99.99999999997057,8.639564970457682e-35,-99.99999350232899,2.519714829368777e-44,-99.99999997083516,4.30611215624464e-53,-99.99999982910319,6.315824466072116e-62,-99.99999985332884,1.9812201584397413e-70,-99.99999968630856,1.1982485927539867e-79,-99.99999993951967,5.593317533719189e-88,-99.99999953320892,8.778221946789418e-96,-99.9999984305876,7.761688397270061e-97,-91.15801759818929
31,8.230883330659328e-95,-100.0,962930.8051031412,-3.706919489685878,2.847388005886397e-05,-99.999999997043,6.6220937503393455e-15,-99.99999997674327,3.6913735250168434e-27,-99.99999999994425,3.843579037370008e-34,-99.99998958767242,2.5654736408548464e-43,-99.99999993325301,4.357405914408497e-52,-99.99999983015199,1.025192326644348e-60,-99.99999976472417,5.95541719971423e-69,-99.99999941909269,3.6428035780383437e-78,-99.99999993883209,3.1871342714503936e-86,-99.99999912508754,9.16323891106979e-94,-99.9999971249285,8.230883330659328e-95,-91.01749565787716
32,8.645734245146751e-93,-100.0,962930.8051031412,-3.706919489685878,3.761459599628662e-05,-99.99999999609373,1.3689660818451992e-14,-99.99999996360546,1.580339226054164e-26,-99.99999999988457,1.6789084500836487e-33,-99.99998937627807,1.7832868745319976e-42,-99.99999989378296,5.627338106687984e-51,-99.99999968444011,1.4780306131930394e-59,-99.99999973734818,1.3114841202565952e-67,-99.99999911268137,1.9717082840685065e-76,-99.99999984965824,2.6115772292144185e-84,-99.99999867547484,8.429802620357355e-92,-99.99999677214116,8.645734245146751e-93,-89.74384735383016
33,4.485389224237965e-91,-100.0,962930.8051031412,-3.706919489685878,6.902751023379674e-05,-99.99999999283152,3.097024459160931e-14,-99.99999995513348,5.283487386101696e-26,-99.9999999998294,7.917007468050181e-33,-99.99998501556475,1.3280596697871736e-41,-99.99999983225231,5.31047299414671e-50,-99.99999960013295,2.3328906023352873e-58,-99.99999956070003,2.7430112478828334e-66,-99.99999882420066,5.52276732419263e-75,-99.99999979866043,9.743103396628978e-83,-99.99999823582947,4.197928476614635e-90,-99.99999569138465,4.485389224237965e-91,-89.31523190729742
34,5.585547969381372e-89,-100.0,990099.0099009902,-0.9900990099009799,0.00010226352360803282,-99.99999998967138,8.483922040965485e-14,-99.99999991703862,2.0584192795122723e-25,-99.99999999975738,5.157572679372539e-32,-99.99997494401296,1.6758441198290026e-40,-99.99999967507117,1.4909947629971662e-48,-99.99999911030224,8.174895659475742e-57,-99.99999945171534,1.2383996999388323e-64,-99.99999848511865,3.6126874501147074e-73,-99.99999970827776,8.3292934796057035e-81,-99.99999769443286,4.4167853570281724e-88,-99.99999469728691,5.585547969381372e-89,-87.35381614029892
35,1.0798395632585292e-86,-100.0,990099.0099009902,-0.9900990099009799,0.00012149621512619847,-99.99999998772888,1.5602526656659976e-13,-99.99999987158014,5.9009207071793985e-25,-99.9999999996218,3.2320043315746725e-31,-99.99994522881272,2.406580549555558e-39,-99.99999925539068,3.126381795572859e-47,-99.9999987009029,2.5376623260947195e-55,-99.99999918830696,5.058840989655465e-63,-99.9999980064956,2.837528600275038e-71,-99.99999943909512,1.0412109524661473e-78,-99.99999633057108,7.964062556736291e-86,-99.9999923511537,1.0798395632585292e-86,-86.44109641824495
36,3.185146054065441e-85,-100.0,990099.0099009902,-0.9900990099009799,0.00020008118375649693,-99.9999999797918,2.7761094238508904e-13,-99.99999986125086,2.3197519843805363e-24,-99.99999999916439,1.6336517630305507e-30,-99.99992957644722,1.3640309473187776e-38,-99.9999991650418,2.9358658683883626e-46,-99.9999978476545,2.799778902400739e-54,-99.99999904635327,7.108235003769535e-62,-99.99999746114416,5.52016081371579e-70,-99.9999992234133,2.2235522485534354e-77,-99.999995971943,2.276261242245237e-84,-99.9999897629514,3.185146054065441e-85,-86.00711555004246
37,2.091177496120631e-83,-100.0,990099.0099009902,-0.9900990099009799,0.00027518178268061763,-99.99999997220664,6.955781504344801e-13,-99.99999974722958,1.064086847011918e-23,-99.99999999847022,1.175071756552223e-29,-99.99988956993879,1.0049343590542407e-37,-99.99999914478894,2.4996139642577896e-45,-99.99999751265946,3.455801616522491e-53,-99.99999861746586,1.4666881888705413e-60,-99.99999575586695,1.8223745795335296e-68,-99.9999987574901,1.085768194675683e-75,-99.99999404201415,1.4997158387857167e-82,-99.99998618751363,2.091177496120631e-83,-86.05617516306418
38,3.146487606805913e-82,-100.0,990099.0099009902,-0.9900990099009799,0.00040416409319125104,-99.99999995917943,1.1069749488990619e-12,-99.99999972610755,2.3418902455960286e-23,-99.99999999788443,2.987711921926637e-29,-99.99987242305964,2.700887317095519e-37,-99.99999909600142,8.431221714563687e-45,-99.99999687835117,1.1296139881166036e-52,-99.9999986602013,6.907568937587668e-60,-99.99999388501823,1.2344680711335455e-67,-99.99999821287622,1.2724207732926781e-74,-99.99998969255826,2.206798783422304e-81,-99.99998265669007,3.146487606805913e-82,-85.74184637746474
39,2.033687346087492e-80,-100.0,1000000.0,0.0,0.0006635659695164769,-99.99999993364341,3.0234425337567526e-12,-99.99999954436444,1.3118814920331578e-22,-99.99999999566097,1.8049334155152476e-28,-99.99986241642812,2.585610150493009e-36,-99.99999856747615,1.2639076258860884e-43,-99.9999951117626,1.8319108067647713e-51,-99.99999855059755,1.6299745967590398e-58,-99.99999110232555,3.5112882141554496e-66,-99.99999784580189,4.422015891346055e-73,-99.99998740628618,1.2391505986565361e-79,-99.9999719776991,2.033687346087492e-80,-83.58805339486275
40,4.6491549516869116e-79,-100.0,1000000.0,0.0,0.0010113701744498005,-99.99999989886298,5.026128625339215e-12,-99.99999950303769,3.314327448158428e-22,-99.99999999340581,7.00622738523734e-28,-99.99978860787007,1.1680897157202903e-35,-99.9999983327836,5.703548259872124e-43,-99.99999511720019,1.5660211473375316e-50,-99.99999725430368,2.5085296953090931e-57,-99.99998398150817,6.73979887811869e-65,-99.99999731324732,8.849542739662702e-72,-99.99998686972282,2.881035759093656e-78,-99.99996744424155,4.6491549516869116e-79,-83.86290438425698
41,1.4930508843812087e-77,-100.0,1000000.0,0.0,0.0016535832784174303,-99.99999983464167,9.15742989130223e-12,-99.99999944620691,9.71544934530522e-22,-99.99999998939064,3.0408498219145227e-27,-99.99968700883369,8.067458208146709e-35,-99.9999973469725,4.0116446451190484e-42,-99.99999502737474,1.5247297528836738e-49,-99.99999619924024,2.6495589527451714e-56,-99.9999826227635,9.675775493412079e-64,-99.99999634815617,1.9273940990943462e-70,-99.99998008021062,8.493224158907479e-77,-99.99995593415917,1.4930508843812087e-77,-82.42068198782515
42,6.470281913322555e-76,-100.0,1000000.0,0.0,0.0029428067480754736,-99.99999970571932,2.317186009631163e-11,-99.99999921259321,2.9561080793245013e-21,-99.99999998724269,1.315919872187637e-26,-99.99955484717172,4.173605060413474e-34,-99.99999682837448,3.4794611355442437e-41,-99.99999166317588,1.5490326167744553e-48,-99.99999554806749,4.665683583073674e-55,-99.99996988001716,1.989616398939224e-62,-99.99999573563795,6.195564163367834e-69,-99.99996886050916,3.4183096924873073e-75,-99.9999448264984,6.470281913322555e-76,-81.07169187290779
43,8.473869469850403e-74,-100.0,1000000.0,0.0,0.004105022515327316,-99.99999958949775,2.924420242763397e-11,-99.99999928759946,7.75689015368381e-21,-99.99999997347547,5.053342662347349e-26,-99.99934853497184,3.549824772494347e-33,-99.99999297529376,5.530011145783096e-40,-99.99998442173488,3.697796781013141e-47,-99.99999331322003,1.5927626740487194e-53,-99.99995692671155,9.908826530120928e-61,-99.99999377884308,5.8906407076448266e-67,-99.99994055158106,4.567660403621183e-73,-99.9999224590222,8.473869469850403e-74,-81.44811846534732
44,3.095468777332431e-72,-100.0,1000000.0,0.0,0.0045411127061043095,-99.99999954588873,6.719491922523887e-11,-99.99999852029836,3.242458411915099e-20,-99.99999995174548,3.3679386360484405e-25,-99.99896130089945,2.40860281135839e-32,-99.99999284843616,5.7516522207046335e-39,-99.99997612037903,5.043203005079986e-46,-99.99999123173167,2.6986613182370048e-52,-99.99994648913963,3.068083986237805e-59,-99.99998863108918,2.056850698422875e-65,-99.99993295976553,1.5748990749148339e-71,-99.9999234315317,3.095468777332431e-72,-80.34497050231727
45,3.485984399919341e-71,-100.0,1000000.0,0.0,0.006394437805210242,-99.99999936055623,1.0279469114464216e-10,-99.99999839243583,5.3854215714349e-20,-99.99999994760994,9.805739162051912e-25,-99.99817920676553,9.614595661142007e-32,-99.99999019493023,2.838962318576292e-38,-99.9999704723691,3.382478060205943e-45,-99.99998808551265,1.9423683224595125e-51,-99.99994257558252,2.4597092759856033e-58,-99.99998733654556,1.721146860747859e-64,-99.99993002641094,1.6867939990061677e-70,-99.99990199592857,3.485984399919341e-71,-79.33366847419883
46,1.0742731354787186e-69,-100.0,1000000.0,0.0,0.011997789607345813,-99.99999880022104,2.548747468580853e-10,-99.99999787565247,1.8022901333384881e-19,-99.99999992928721,3.4363899231659086e-24,-99.99809332034859,5.743744943256541e-31,-99.99998328552617,1.974441129598628e-37,-99.99996562449849,3.3137188122404066e-44,-99.99998321692776,2.7867200011954693e-50,-99.99991590354647,5.222312128014501e-57,-99.99998126000415,4.764479633406651e-63,-99.99990876685429,4.775500911591866e-69,-99.99989976867823,1.0742731354787186e-69,-77.5044931334623
47,8.300003648404224e-69,-100.0,1000000.0,0.0,0.015634952772965317,-99.99999843650473,4.2553591438441267e-10,-99.99999727830381,4.357704771028634e-19,-99.9999998975949,7.900453073871906e-24,-99.99818701507124,1.4546795914343336e-30,-99.99998158739028,5.007035106051166e-37,-99.99996557980785,8.936428473876008e-44,-99.9999821522552,1.0470292859039569e-49,-99.99988283582317,2.855141225661995e-56,-99.99997273102802,3.6334290896735206e-62,-99.99987274082778,3.850369234506703e-68,-99.99989402932769,8.300003648404224e-69,-78.44361633159684
48,6.326495415264694e-68,-100.0,1000000.0,0.0,0.026978277884372338,-99.99999730217222,8.274822169314409e-10,-99.9999969327834,1.3817200362890582e-18,-99.99999983302118,2.635291126982e-23,-99.99809274595593,6.299213491745997e-30,-99.99997609670739,2.294592121681595e-36,-99.99996357335523,4.925984039186558e-43,-99.9999785322019,6.3033794902707964e-49,-99.99987203816659,2.106634909126929e-55,-99.99996657927844,2.6630369881938307e-61,-99.99987358811076,3.2677834157949105e-67,-99.99987729109921,6.326495415264694e-68,-80.63979581790694
49,5.58008744289306e-67,-100.0,1000000.0,0.0,0.03337218432667563,-99.99999666278157,1.367896920637042e-09,-99.99999590108665,2.295170906523696e-18,-99.9999998322117,5.777072601718453e-23,-99.99748294447907,1.9805916220892424e-29,-99.9999657163453,9.80617929914208e-36,-99.99995048863587,2.1927758823383253e-42,-99.99997763883553,2.6674296301191255e-48,-99.99987835375008,1.3478333370124837e-54,-99.99994947070687,1.7387583010150974e-60,-99.99987099604579,2.82143951197403e-66,-99.99983773250656,5.58008744289306e-67,-80.22255157620256
50,1.012786286771029e-65,-100.0,1000000.0,0.0,0.059478081170475025,-99.99999405219188,2.8054493550515526e-09,-99.9999952832215,7.041977214376658e-18,-99.99999974898934,1.8164368380074786e-22,-99.9974205584842,9.454810638749711e-29,-99.99994794858571,6.863315276668777e-35,-99.99992740927831,2.0358795923084002e-41,-99.99997033679045,3.2787638516140124e-47,-99.99983895099376,2.4000533699234977e-53,-99.99992680005396,2.684707851502985e-59,-99.99988813966034,5.015644279886724e-65,-99.99981317727823,1.012786286771029e-65,-79.80745383335075
