datetime,opening_price,high_price,low_price,trade_price,candle_acc_trade_price,candle_acc_trade_volume
2019-05-17 20:00:00,8643000,8732000,8337000,8599000,17539882016.23623,2051.41436609
2019-05-18 00:00:00,8595000,8655000,8420000,8544000,9258493272.30652,1084.3807725
2019-05-18 04:00:00,8544000,8828000,8503000,8743000,9599128003.15817,1103.80984766
2019-05-18 08:00:00,8743000,9017000,8700000,8786000,13073459071.30283,1478.16851309
2019-05-18 12:00:00,8787000,9215000,8782000,9028000,19776966437.66629,2196.5813669
2019-05-18 16:00:00,9028000,9033000,8769000,8856000,12814353944.98898,1439.45939081
2019-05-18 20:00:00,8857000,8970000,8813000,8916000,5313417385.3979,597.45658475
2019-05-19 00:00:00,8919000,8954000,8796000,8829000,3650870720.10596,411.50400749
2019-05-19 04:00:00,8822000,8928000,8798000,8879000,2494118851.6638,281.30156326
2019-05-19 08:00:00,8875000,9347000,8793000,9218000,21390768268.5007,2342.58863545
2019-05-19 12:00:00,9218000,9539000,9202000,9439000,16788090878.1804,1781.70304651
2019-05-19 16:00:00,9440000,9650000,9407000,9585000,12733117255.85572,1338.19332003
2019-05-19 20:00:00,9577000,9590000,9305000,9423000,11425822915.09248,1210.20662762
2019-05-20 00:00:00,9424000,9507000,9373000,9496000,4328422547.60973,458.13737262
